"","NEAus.co","SEAus.co","NEAus.clim","SEAus.clim","date","week","year"
"1042",72.0065,66.2627,78.4891,70.5827,2020-12-16,51,2020
"1043",69.2689,62.8677,75.3925,68.7344,2020-12-23,52,2020
"1044",63.5297,62.9402,72.5673,67.1814,2020-12-30,53,2020
"1045",65.4658,58.002,70.0887,65.9256,2021-01-06,1,2021
"1046",60.9776,58.6561,67.9997,64.9456,2021-01-13,2,2021
"1047",61.5886,59.6027,66.3135,64.2029,2021-01-20,3,2021
"1048",60.2762,61.5499,65.0178,63.6488,2021-01-27,4,2021
"1049",61.7214,58.2104,64.0807,63.2317,2021-02-03,5,2021
"1050",58.8655,59.2306,63.4579,62.9034,2021-02-10,6,2021
"1051",59.697,60.5003,63.099,62.6239,2021-02-17,7,2021
"1052",64.1165,61.0533,62.9536,62.3646,2021-02-24,8,2021
"1053",66.4783,60.9278,62.9749,62.109,2021-03-03,9,2021
"1054",63.2398,59.6232,63.1228,61.8518,2021-03-10,10,2021
"1055",60.5572,55.6134,63.3639,61.5962,2021-03-17,11,2021
"1056",57.666,58.9997,63.6705,61.3503,2021-03-24,12,2021
"1057",58.1933,59.9513,64.0191,61.1236,2021-03-31,13,2021
"1058",60.9368,58.6569,64.3876,60.9236,2021-04-07,14,2021
