"","time","nino.anomaly","dmi.anomaly","tsa.anomaly","aao.anomaly","week","year"
"1476",2010-02-10,1.1264,-0.0140582,0.545439,-1.610429,6,2010
"1477",2010-02-17,1.10745,-0.00719349,0.521323,-1.183714,7,2010
"1478",2010-02-24,1.06776,-0.0203176,0.484145,0.675,8,2010
"1479",2010-03-03,1.02595,-0.0407695,0.710582,0.597,9,2010
"1480",2010-03-10,1.0943,0.233577,0.935572,0.882714,10,2010
"1481",2010-03-17,1.05917,0.344562,0.781833,-1.472429,11,2010
"1482",2010-03-24,0.936241,0.173387,0.999222,0.237571,12,2010
"1483",2010-03-31,0.84646,0.547493,0.914135,0.553,13,2010
"1484",2010-04-07,0.717318,0.822088,0.881486,0.651714,14,2010
"1485",2010-04-14,0.710608,0.557504,0.764745,0.651429,15,2010
"1486",2010-04-21,0.513152,0.372233,0.592031,-0.636143,16,2010
"1487",2010-04-28,0.328629,0.103669,0.40711,0.652,17,2010
"1488",2010-05-05,0.156622,-0.254297,0.40381,-0.889857,18,2010
"1489",2010-05-12,-0.216351,-0.291766,0.479199,-0.266571,19,2010
"1490",2010-05-19,-0.372871,-0.362272,0.46224,2.628286,20,2010
"1491",2010-05-26,-0.341886,-0.655902,0.656166,2.050857,21,2010
"1492",2010-06-02,-0.51678,-0.20844,0.712586,3.023286,22,2010
"1493",2010-06-09,-0.618468,-0.000210425,0.734889,1.977143,23,2010
"1494",2010-06-16,-0.674276,-0.0523403,0.610314,0.958714,24,2010
"1495",2010-06-23,-0.692787,0.133352,0.554033,2.262857,25,2010
"1496",2010-06-30,-0.810699,0.168782,0.449321,2.219,26,2010
"1497",2010-07-07,-0.994335,-0.251982,0.486969,2.180286,27,2010
"1498",2010-07-14,-1.20084,0.0148815,0.407965,1.975,28,2010
"1499",2010-07-21,-1.27188,-0.15121,0.172418,3.700143,29,2010
"1500",2010-07-28,-1.51089,-0.186231,0.152452,1.449571,30,2010
"1501",2010-08-04,-1.29713,-0.503935,-0.0621527,1.970714,31,2010
"1502",2010-08-11,-1.30198,-0.401176,-0.0447878,2.382286,32,2010
"1503",2010-08-18,-1.27344,-0.558312,0.227901,1.857,33,2010
"1504",2010-08-25,-1.69572,-0.311251,0.2383,-0.250857,34,2010
"1505",2010-09-01,-1.73297,-0.924601,0.241346,1.152571,35,2010
"1506",2010-09-08,-1.63403,-0.513708,0.120675,1.587571,36,2010
"1507",2010-09-15,-1.63553,-0.851199,0.0548077,0.197571,37,2010
"1508",2010-09-22,-1.66291,-1.11831,0.0510191,-0.840714,38,2010
"1509",2010-09-29,-1.99139,-1.24428,-0.11203,0.455429,39,2010
"1510",2010-10-06,-2.01229,-0.9958,0.233525,0.385286,40,2010
"1511",2010-10-13,-1.72722,-1.06291,0.196637,1.620714,41,2010
"1512",2010-10-20,-1.72353,-1.09124,0.190196,1.252857,42,2010
"1513",2010-10-27,-1.58838,-0.679976,0.326744,1.655857,43,2010
"1514",2010-11-03,-1.49605,-0.584833,0.253302,0.760143,44,2010
"1515",2010-11-10,-1.50482,-0.631374,0.326195,0.718571,45,2010
"1516",2010-11-17,-1.67878,-0.0134699,0.242628,2.070286,46,2010
"1517",2010-11-24,-1.78265,-0.104977,0.160757,2.082714,47,2010
"1518",2010-12-01,-1.70078,-0.142042,0.0736249,1.789143,48,2010
"1519",2010-12-08,-1.66644,-0.300727,0.205472,-0.776,49,2010
"1520",2010-12-15,-1.586,-0.0419751,0.19875,-0.242143,50,2010
"1521",2010-12-22,-1.87153,-0.455966,0.12999,0.861714,51,2010
"1522",2010-12-29,-1.61559,-0.0706937,0.210863,0.267143,52,2010
"1523",2011-01-05,-1.63387,-0.102773,0.189444,0.688143,1,2011
"1524",2011-01-12,-1.94879,-0.138872,0.295678,-0.163714,2,2011
"1525",2011-01-19,-1.68631,0.116733,0.367366,-0.833143,3,2011
"1526",2011-01-26,-1.82567,-0.00925967,0.311856,0.390143,4,2011
"1527",2011-02-02,-1.6185,0.035046,0.649001,0.550571,5,2011
"1528",2011-02-09,-1.27396,-0.118653,0.679553,1.161571,6,2011
"1529",2011-02-16,-1.37416,-0.262013,0.397114,1.038429,7,2011
"1530",2011-02-23,-1.35499,-0.0359573,0.447116,1.184571,8,2011
"1531",2011-03-02,-1.37799,0.0906959,0.612158,0.800714,9,2011
"1532",2011-03-09,-1.12711,-0.0517099,0.605713,0.452857,10,2011
"1533",2011-03-16,-0.92204,0.0546508,0.396737,0.398857,11,2011
"1534",2011-03-23,-0.946785,0.235556,0.591236,-1.334,12,2011
"1535",2011-03-30,-0.941507,1.18285,0.81494,-1.504429,13,2011
"1536",2011-04-06,-0.756815,0.539901,0.674615,-1.368286,14,2011
"1537",2011-04-13,-0.700305,0.440648,0.705974,-1.149714,15,2011
"1538",2011-04-20,-0.719305,0.414137,0.559811,-0.431286,16,2011
"1539",2011-04-27,-0.747313,0.0914066,0.435111,-0.231429,17,2011
"1540",2011-05-04,-0.637734,0.404759,0.366465,0.655429,18,2011
"1541",2011-05-11,-0.538036,0.323088,0.376796,1.077857,19,2011
"1542",2011-05-18,-0.326477,0.228292,0.256629,0.944714,20,2011
"1543",2011-05-25,-0.366974,-0.0947743,0.179497,2.499,21,2011
"1544",2011-06-01,-0.254669,-0.280912,0.141998,0.382143,22,2011
"1545",2011-06-08,-0.200814,0.089556,0.107818,0.857857,23,2011
"1546",2011-06-15,-0.228431,0.0260134,0.0646322,-0.950429,24,2011
"1547",2011-06-22,-0.150834,0.342436,-0.10157,-0.658,25,2011
"1548",2011-06-29,-0.119348,0.448776,0.00406711,0.264,26,2011
"1549",2011-07-06,-0.342942,0.334515,-0.248668,0.454,27,2011
"1550",2011-07-13,-0.266477,0.671819,0.068974,-1.403714,28,2011
"1551",2011-07-20,-0.355378,0.15177,0.393605,-1.235143,29,2011
"1552",2011-07-27,-0.358967,0.266464,0.120027,-3.254,30,2011
"1553",2011-08-03,-0.633575,0.622941,-0.0732688,-3.282714,31,2011
"1554",2011-08-10,-0.665287,0.3686,0.265617,-1.71,32,2011
"1555",2011-08-17,-0.921377,0.487164,0.194115,-1.644,33,2011
"1556",2011-08-24,-0.781384,0.538183,0.0412947,1.202714,34,2011
"1557",2011-08-31,-0.720514,0.42363,-0.0474605,-0.849714,35,2011
"1558",2011-09-07,-0.73227,0.841257,0.1315,-0.909429,36,2011
"1559",2011-09-14,-0.815514,0.857876,-0.0224541,-1.999571,37,2011
"1560",2011-09-21,-0.917687,1.0686,-0.0845969,-0.894571,38,2011
"1561",2011-09-28,-0.808373,0.762219,-0.0907249,-1.019286,39,2011
"1562",2011-10-05,-1.05568,0.876151,0.115045,-1.264714,40,2011
"1563",2011-10-12,-0.96219,0.202498,0.0981569,0.549,41,2011
"1564",2011-10-19,-0.946293,0.618794,-0.00128358,1.412714,42,2011
"1565",2011-10-26,-1.31851,0.40724,0.0712358,1.157286,43,2011
"1566",2011-11-02,-1.10658,0.205456,-0.027354,-1.857571,44,2011
"1567",2011-11-09,-0.988162,0.470034,-0.112594,-1.081857,45,2011
"1568",2011-11-16,-1.09499,0.184882,-0.139319,-1.442571,46,2011
"1569",2011-11-23,-1.09693,-0.0117704,-0.364637,-0.214143,47,2011
"1570",2011-11-30,-1.29242,-0.207608,-0.515595,2.045286,48,2011
"1571",2011-12-07,-1.167,0.0652506,-0.595534,3.426143,49,2011
"1572",2011-12-14,-1.04832,-0.22403,-0.666472,2.703286,50,2011
"1573",2011-12-21,-1.02957,-0.0626448,-0.737047,1.526571,51,2011
"1574",2011-12-28,-1.13178,-0.0413843,-0.969062,2.109714,52,2011
"1575",2012-01-04,-1.13719,-0.121373,-0.997762,1.495143,1,2012
"1576",2012-01-11,-1.09519,0.345814,-0.778649,1.715857,2,2012
"1577",2012-01-18,-1.28907,0.152902,-0.735712,1.806,3,2012
"1578",2012-01-25,-1.26878,0.143024,-0.551151,1.211571,4,2012
"1579",2012-02-01,-1.2978,0.0449856,-0.712592,1.639571,5,2012
"1580",2012-02-08,-1.0875,-0.412279,-0.893388,0.666143,6,2012
"1581",2012-02-15,-0.738086,-0.286526,-0.553743,-1.308143,7,2012
"1582",2012-02-22,-0.459208,-0.0162025,-0.552811,-1.304,8,2012
"1583",2012-02-29,-0.644464,-0.472758,-0.307105,-0.536143,9,2012
"1584",2012-03-07,-0.752471,-0.310139,-0.117784,0.351286,10,2012
"1585",2012-03-14,-0.692119,0.0563441,-0.308096,0.301429,11,2012
"1586",2012-03-21,-0.634632,0.712105,-0.284579,0.143429,12,2012
"1587",2012-03-28,-0.35735,0.451512,-0.148327,0.628429,13,2012
"1588",2012-04-04,-0.402327,0.113798,-0.059585,-0.735286,14,2012
"1589",2012-04-11,-0.420576,-0.225215,-0.516664,1.108714,15,2012
"1590",2012-04-18,-0.540956,0.23152,-0.404542,1.133571,16,2012
"1591",2012-04-25,-0.248652,0.0179644,-0.364333,1.421429,17,2012
"1592",2012-05-02,-0.209899,-0.351694,-0.404711,0.326714,18,2012
"1593",2012-05-09,-0.064174,0.0754619,-0.125169,-0.407571,19,2012
"1594",2012-05-16,-0.109709,0.0611782,-0.241713,-0.744714,20,2012
"1595",2012-05-23,-0.0691197,0.671214,0.0329392,0.821,21,2012
"1596",2012-05-30,0.129158,0.656637,-0.110916,0.942143,22,2012
"1597",2012-06-06,0.0853055,0.106777,-0.313659,-0.065857,23,2012
"1598",2012-06-13,0.263199,0.0864545,-0.265514,-1.451571,24,2012
"1599",2012-06-20,0.402863,-0.0138419,-0.263808,1.795571,25,2012
"1600",2012-06-27,0.549151,0.0394283,-0.310225,-1.588286,26,2012
"1601",2012-07-04,0.46212,-0.269508,-0.134409,-1.034286,27,2012
"1602",2012-07-11,0.346183,0.10723,-0.427021,1.604,28,2012
"1603",2012-07-18,0.455786,0.599049,-0.277812,2.798,29,2012
"1604",2012-07-25,0.550925,0.71813,-0.347191,1.591857,30,2012
"1605",2012-08-01,0.560563,0.760211,-0.450226,0.981714,31,2012
"1606",2012-08-08,0.730061,0.883917,-0.15896,0.019714,32,2012
"1607",2012-08-15,0.497804,0.994705,-0.247891,0.976286,33,2012
"1608",2012-08-22,0.517314,1.34689,-0.444918,0.930571,34,2012
"1609",2012-08-29,0.850927,1.42659,-0.360854,-0.391286,35,2012
"1610",2012-09-05,0.734639,1.35611,-0.408388,0.491429,36,2012
"1611",2012-09-12,0.485057,0.722574,-0.157708,0.381429,37,2012
"1612",2012-09-19,0.227941,0.807016,-0.397934,0.853429,38,2012
"1613",2012-09-26,0.113721,0.627543,-0.330792,0.363571,39,2012
"1614",2012-10-03,0.0450707,0.668194,-0.41043,0.251571,40,2012
"1615",2012-10-10,0.0358757,0.716587,-0.347253,0.478429,41,2012
"1616",2012-10-17,0.188654,0.325846,-0.476048,-0.953571,42,2012
"1617",2012-10-24,0.441085,0.484226,-0.317401,-1.296714,43,2012
"1618",2012-10-31,0.314319,0.258671,-0.363354,-1.015857,44,2012
"1619",2012-11-07,0.31491,0.188209,-0.299264,-2.284714,45,2012
"1620",2012-11-14,0.484408,0.691296,-0.224641,-1.048286,46,2012
"1621",2012-11-21,0.239623,0.130103,-0.246303,-1.831143,47,2012
"1622",2012-11-28,0.114149,0.207325,-0.203127,-1.145286,48,2012
"1623",2012-12-05,-0.114454,-0.1562,-0.317559,-0.725286,49,2012
"1624",2012-12-12,-0.127064,0.140948,-0.203792,0.073286,50,2012
"1625",2012-12-19,-0.269234,0.334828,0.0507935,-1.516,51,2012
"1626",2012-12-26,-0.198983,0.1641,0.214585,-0.940429,52,2012
"1627",2013-01-02,-0.384636,-0.408506,0.0680706,-0.930571,1,2013
"1628",2013-01-09,-0.673911,-0.0215438,0.135467,0.124429,2,2013
"1629",2013-01-16,-0.724743,0.486098,0.0965695,-0.050429,3,2013
"1630",2013-01-23,-0.267193,-0.138671,0.0514243,0.199857,4,2013
"1631",2013-01-30,-0.622762,-0.582395,0.26589,1.305143,5,2013
"1632",2013-02-06,-0.606336,-0.267943,0.183793,1.595,6,2013
"1633",2013-02-13,-0.422128,-0.490804,0.0383153,0.170429,7,2013
"1634",2013-02-20,-0.586099,-0.147838,-0.11721,0.272,8,2013
"1635",2013-02-27,-0.416702,0.398517,-0.111709,1.423143,9,2013
"1636",2013-03-06,-0.193024,0.167616,-0.0520346,0.596143,10,2013
"1637",2013-03-13,-0.413041,-0.144965,-0.00436186,0.973429,11,2013
"1638",2013-03-20,-0.215214,0.114999,0.0771572,1.758714,12,2013
"1639",2013-03-27,-0.13021,-0.00326496,0.239467,2.013857,13,2013
"1640",2013-04-03,-0.00614456,-0.0595478,0.110163,1.435,14,2013
"1641",2013-04-10,-0.0610746,-0.309173,0.199509,1.024,15,2013
"1642",2013-04-17,-0.171642,0.155455,0.188302,0.219429,16,2013
"1643",2013-04-24,-0.12594,-0.118051,0.192511,-0.000143,17,2013
"1644",2013-05-01,-0.0671248,0.0670344,0.372196,0.385714,18,2013
"1645",2013-05-08,-0.166783,0.0457259,0.407289,0.941429,19,2013
"1646",2013-05-15,-0.421682,-0.940262,0.115807,0.653143,20,2013
"1647",2013-05-22,-0.472616,-0.864806,0.173983,0.244143,21,2013
"1648",2013-05-29,-0.283611,-0.486765,0.148153,-0.599,22,2013
"1649",2013-06-05,-0.276713,-0.912387,0.13688,0.952714,23,2013
"1650",2013-06-12,-0.207955,-0.260613,-0.0822275,0.920143,24,2013
"1651",2013-06-19,-0.296636,-0.188333,-0.103766,-1.206429,25,2013
"1652",2013-06-26,-0.134101,-0.531143,0.0168184,-1.897,26,2013
"1653",2013-07-03,-0.259212,-0.550116,0.0637573,0.381429,27,2013
"1654",2013-07-10,-0.456418,-0.6996,-0.134082,0.639429,28,2013
"1655",2013-07-17,-0.500218,-0.540798,-0.0295478,0.972429,29,2013
"1656",2013-07-24,-0.342653,-0.730491,-0.0879204,1.748571,30,2013
"1657",2013-07-31,-0.323733,-0.933416,-0.0892701,0.208571,31,2013
"1658",2013-08-07,-0.35439,-0.483299,0.00741825,-0.680857,32,2013
"1659",2013-08-14,-0.502065,-0.283523,-0.00255852,-3.529429,33,2013
"1660",2013-08-21,-0.505189,-0.104823,0.088967,-2.139286,34,2013
"1661",2013-08-28,-0.168555,-0.418642,0.0564745,-0.241286,35,2013
"1662",2013-09-04,-0.0369686,-0.0768903,-0.0983175,-0.746286,36,2013
"1663",2013-09-11,-0.0364017,-0.251558,-0.258564,-1.010429,37,2013
"1664",2013-09-18,-0.116539,-0.259187,-0.289482,-1.659429,38,2013
"1665",2013-09-25,-0.291211,-0.352734,-0.213876,-2.724714,39,2013
"1666",2013-10-02,-0.35362,-0.0689126,-0.131756,-1.271857,40,2013
"1667",2013-10-09,-0.443086,-0.00796136,-0.202856,-1.218286,41,2013
"1668",2013-10-16,-0.512048,-0.116947,-0.137197,0.070143,42,2013
"1669",2013-10-23,-0.451462,-0.20802,-0.209604,-0.141714,43,2013
"1670",2013-10-30,-0.27082,0.00540916,-0.155275,-0.056143,44,2013
"1671",2013-11-06,-0.0986414,-0.0321689,-0.265817,0.791286,45,2013
"1672",2013-11-13,-0.0707065,-0.221758,-0.378056,0.341714,46,2013
"1673",2013-11-20,0.0541499,0.312483,-0.25345,-0.377,47,2013
"1674",2013-11-27,0.00547789,-0.0765997,-0.306211,-0.055429,48,2013
"1675",2013-12-04,0.138085,0.0413375,-0.184413,1.072429,49,2013
"1676",2013-12-11,-0.0552166,-0.29136,-0.132945,0.378571,50,2013
"1677",2013-12-18,-0.127847,-0.2829,-0.241917,0.221,51,2013
"1678",2013-12-25,-0.264108,-0.55817,0.068107,-0.741429,52,2013
"1679",2014-01-01,-0.401422,-0.3076,0.00658867,-1.073143,1,2014
"1680",2014-01-08,-0.645736,-0.345899,0.0134446,-0.799714,2,2014
"1681",2014-01-15,-0.768154,-0.170071,0.0406891,-0.852429,3,2014
"1682",2014-01-22,-0.484943,0.145338,-0.199799,-0.765,4,2014
"1683",2014-01-29,-0.809895,-0.0101997,-0.121697,-0.225857,5,2014
"1684",2014-02-05,-0.84132,0.152298,0.0686475,-0.003857,6,2014
"1685",2014-02-12,-0.620107,-0.50377,0.0923812,-0.87,7,2014
"1686",2014-02-19,-0.476172,0.09678,0.592679,1.034286,8,2014
"1687",2014-02-26,-0.71888,-0.0829609,0.294065,1.276143,9,2014
"1688",2014-03-05,-0.488071,-0.102673,0.191407,0.134286,10,2014
"1689",2014-03-12,-0.461033,-0.57177,0.0975293,-0.038857,11,2014
"1690",2014-03-19,0.0219582,-0.490072,0.250862,0.210143,12,2014
"1691",2014-03-26,0.1869,-0.462171,0.135491,1.257143,13,2014
"1692",2014-04-02,0.256864,-0.510666,0.201592,1.133286,14,2014
"1693",2014-04-09,0.180713,-0.321663,0.200809,1.081857,15,2014
"1694",2014-04-16,0.191112,0.0606815,0.218795,0.84,16,2014
"1695",2014-04-23,0.325136,0.183897,0.289653,-0.812,17,2014
"1696",2014-04-30,0.320003,0.020214,0.492694,0.932286,18,2014
"1697",2014-05-07,0.394867,-0.083117,0.53341,-0.457,19,2014
"1698",2014-05-14,0.380928,0.18272,0.508328,-0.624143,20,2014
"1699",2014-05-21,0.46492,0.201222,0.374356,-0.468143,21,2014
"1700",2014-05-28,0.567828,0.314678,0.513886,-0.758429,22,2014
"1701",2014-06-04,0.505393,-0.233092,0.533471,-0.072714,23,2014
"1702",2014-06-11,0.411045,-0.178751,0.435782,1.694143,24,2014
"1703",2014-06-18,0.445502,-0.293797,0.23927,0.766,25,2014
"1704",2014-06-25,0.490141,-0.396317,0.237424,1.03,26,2014
"1705",2014-07-02,0.36943,-0.349658,0.161699,0.215714,27,2014
"1706",2014-07-09,0.233529,-0.237954,-0.0655403,1.741571,28,2014
"1707",2014-07-16,0.154404,-0.610677,0.144945,0.863286,29,2014
"1708",2014-07-23,-0.125646,-0.50104,-0.185827,-1.239857,30,2014
"1709",2014-07-30,-0.163652,-0.675437,-0.248168,-0.521571,31,2014
"1710",2014-08-06,-0.0333517,-0.91472,-0.291588,1.050857,32,2014
"1711",2014-08-13,-0.0282737,-0.783905,-0.127995,0.175,33,2014
"1712",2014-08-20,0.25445,-0.552282,0.123356,0.042571,34,2014
"1713",2014-08-27,0.310027,-0.0619342,-0.0504196,-1.346143,35,2014
"1714",2014-09-03,0.312088,-0.649474,-0.0348503,-0.555,36,2014
"1715",2014-09-10,0.491263,-0.718225,-0.106826,-0.799143,37,2014
"1716",2014-09-17,0.440868,-0.189661,-0.165799,-1.462143,38,2014
"1717",2014-09-24,0.335701,0.0499214,-0.0463098,-1.339429,39,2014
"1718",2014-10-01,0.273649,-0.100064,0.0814716,-0.949857,40,2014
"1719",2014-10-08,0.345756,0.540053,-0.024401,0.222,41,2014
"1720",2014-10-15,0.393652,0.396427,0.0763511,1.017714,42,2014
"1721",2014-10-22,0.442092,0.0925346,-0.0301113,0.555429,43,2014
"1722",2014-10-29,0.531155,0.184403,-0.167994,-1.818857,44,2014
"1723",2014-11-05,0.71383,0.455941,-0.540773,-0.374,45,2014
"1724",2014-11-12,0.788542,0.306167,-0.41966,-0.887571,46,2014
"1725",2014-11-19,0.862969,0.00618908,-0.341157,-0.315286,47,2014
"1726",2014-11-26,0.905875,0.0407348,-0.245629,-0.389571,48,2014
"1727",2014-12-03,0.771775,0.058039,-0.345154,1.584429,49,2014
"1728",2014-12-10,0.817579,-0.255638,-0.347203,1.607286,50,2014
"1729",2014-12-17,0.769757,-0.62633,-0.356794,0.486857,51,2014
"1730",2014-12-24,0.639921,-0.542132,-0.314494,1.234286,52,2014
"1731",2014-12-31,0.454747,-0.533449,-0.444406,0.976286,53,2014
"1732",2015-01-07,0.336235,-0.424845,0.189159,0.767571,1,2015
"1733",2015-01-14,0.396177,-0.299426,0.0756847,-0.162714,2,2015
"1734",2015-01-21,0.477409,-0.383181,0.0429234,1.071,3,2015
"1735",2015-01-28,0.450714,-0.97503,0.608197,0.915143,4,2015
"1736",2015-02-04,0.445956,-0.718487,0.388402,0.444,5,2015
"1737",2015-02-11,0.451418,-0.466057,0.303694,1.533429,6,2015
"1738",2015-02-18,0.413705,-0.592323,0.0565412,1.499571,7,2015
"1739",2015-02-25,0.567262,-0.964583,0.0995101,1.205,8,2015
"1740",2015-03-04,0.454337,-0.62803,0.0399678,0.275857,9,2015
"1741",2015-03-11,0.416627,0.204615,0.0822057,-0.136,10,2015
"1742",2015-03-18,0.539374,0.0746554,0.176663,0.480429,11,2015
"1743",2015-03-25,0.572217,0.219231,0.189151,2.172429,12,2015
"1744",2015-04-01,0.611767,0.234309,0.444665,0.921,13,2015
"1745",2015-04-08,0.675545,0.302687,0.460439,0.473,14,2015
"1746",2015-04-15,0.861421,0.379883,0.199567,0.955857,15,2015
"1747",2015-04-22,0.895115,-0.03759,0.331416,1.631,16,2015
"1748",2015-04-29,0.958906,0.593435,0.383685,0.915286,17,2015
"1749",2015-05-06,0.960143,0.222672,0.55039,0.461,18,2015
"1750",2015-05-13,0.943796,0.201672,0.65014,0.661,19,2015
"1751",2015-05-20,1.00163,0.616163,0.318125,0.662,20,2015
"1752",2015-05-27,1.20292,0.85969,0.197983,-0.302429,21,2015
"1753",2015-06-03,1.19577,0.607813,0.284616,0.025429,22,2015
"1754",2015-06-10,1.25988,0.25344,0.122336,1.013714,23,2015
"1755",2015-06-17,1.35909,0.413021,0.0641811,-0.237,24,2015
"1756",2015-06-24,1.37589,0.251308,-0.260504,2.020286,25,2015
"1757",2015-07-01,1.38651,0.322791,-0.177709,-0.125286,26,2015
"1758",2015-07-08,1.44574,0.472852,-0.0981997,1.749286,27,2015
"1759",2015-07-15,1.5895,0.489999,0.00620566,2.484,28,2015
"1760",2015-07-22,1.53278,0.233772,-0.365507,1.994,29,2015
"1761",2015-07-29,1.62653,-0.0508386,-0.542897,1.144857,30,2015
"1762",2015-08-05,1.84211,0.31596,-0.427149,-0.316714,31,2015
"1763",2015-08-12,1.92421,0.403746,-0.231822,1.487571,32,2015
"1764",2015-08-19,1.98909,0.597489,-0.49856,1.407143,33,2015
"1765",2015-08-26,2.13975,0.927443,-0.521655,1.504714,34,2015
"1766",2015-09-02,2.04228,1.04479,-0.556832,0.911429,35,2015
"1767",2015-09-09,2.24284,1.11945,-0.204675,0.778714,36,2015
"1768",2015-09-16,2.24789,1.23601,-0.33492,0.322,37,2015
"1769",2015-09-23,2.20852,0.818043,-0.218115,0.475286,38,2015
"1770",2015-09-30,2.28615,0.463408,-0.156363,-0.036286,39,2015
"1771",2015-10-07,2.30512,1.36254,-0.0286136,-0.511429,40,2015
"1772",2015-10-14,2.31211,1.02397,-0.0378772,0.015143,41,2015
"1773",2015-10-21,2.37578,0.632586,-0.0153207,-0.506857,42,2015
"1774",2015-10-28,2.60988,0.558471,0.0026421,0.549714,43,2015
"1775",2015-11-04,2.75627,1.04198,0.118991,0.470714,44,2015
"1776",2015-11-11,2.95913,1.13251,0.263431,0.421714,45,2015
"1777",2015-11-18,3.0123,0.582272,0.0566757,-0.012143,46,2015
"1778",2015-11-25,2.92377,0.345643,0.0685046,1.333857,47,2015
"1779",2015-12-02,2.80407,-0.0201822,0.347271,1.780714,48,2015
"1780",2015-12-09,2.7627,-0.144335,0.623063,-0.991857,49,2015
"1781",2015-12-16,2.84351,0.115088,0.631472,-0.360286,50,2015
"1782",2015-12-23,2.67428,0.0224137,0.267491,-0.754857,51,2015
"1783",2015-12-30,2.62698,-0.416043,0.445212,1.103571,52,2015
"1784",2016-01-06,2.4843,-0.665185,0.494948,1.376429,1,2016
"1785",2016-01-13,2.53122,-0.758199,0.62899,0.235143,2,2016
"1786",2016-01-20,2.44038,-0.713798,0.817739,1.821429,3,2016
"1787",2016-01-27,2.41005,-0.419795,0.852552,1.673857,4,2016
"1788",2016-02-03,2.50946,-0.677262,0.452798,1.856286,5,2016
"1789",2016-02-10,2.42281,-0.377249,0.679307,1.292143,6,2016
"1790",2016-02-17,2.2886,-0.536878,0.73631,1.576,7,2016
"1791",2016-02-24,2.02509,-0.458201,0.410776,-0.014,8,2016
"1792",2016-03-02,1.84614,-0.0740839,0.573887,1.280857,9,2016
"1793",2016-03-09,1.71751,-0.102767,0.478192,1.862,10,2016
"1794",2016-03-16,1.63969,-0.0179442,0.46941,1.673143,11,2016
"1795",2016-03-23,1.40066,0.0823201,0.422671,3.044,12,2016
"1796",2016-03-30,1.45813,-0.399929,0.188738,0.708286,13,2016
"1797",2016-04-06,1.22183,-0.0560487,0.18784,1.358714,14,2016
"1798",2016-04-13,1.28915,-0.0331217,0.414328,0.663,15,2016
"1799",2016-04-20,1.00739,-0.239429,0.230178,-1.108143,16,2016
"1800",2016-04-27,0.789144,0.225803,0.293949,-0.490143,17,2016
"1801",2016-05-04,0.75185,0.130894,0.171159,-0.610429,18,2016
"1802",2016-05-11,0.5255,0.183906,0.214778,-0.196857,19,2016
"1803",2016-05-18,0.181553,-0.565248,0.291831,-0.474143,20,2016
"1804",2016-05-25,-0.158056,-0.343857,-0.0199154,0.855429,21,2016
"1805",2016-06-01,-0.205898,-0.544164,0.348323,1.709143,22,2016
"1806",2016-06-08,0.0439659,-0.840881,0.249162,2.065143,23,2016
"1807",2016-06-15,0.183312,-0.703149,0.412036,3.229714,24,2016
"1808",2016-06-22,-0.406046,-0.6817,0.770175,2.228143,25,2016
"1809",2016-06-29,-0.394587,-0.888228,0.63824,2.468429,26,2016
"1810",2016-07-06,-0.455537,-1.3666,0.57514,1.398143,27,2016
"1811",2016-07-13,-0.645569,-1.45387,0.434058,-0.160714,28,2016
"1812",2016-07-20,-0.617473,-1.04933,0.487073,0.880857,29,2016
"1813",2016-07-27,-0.541943,-1.21292,0.37543,-0.800857,30,2016
"1814",2016-08-03,-0.60646,-0.769737,0.276107,-1.356571,31,2016
"1815",2016-08-10,-0.670162,-0.576933,0.29611,-1.115143,32,2016
"1816",2016-08-17,-0.535115,-0.366759,0.297167,-1.763286,33,2016
"1817",2016-08-24,-0.686953,-0.813069,0.236753,0.339286,34,2016
"1818",2016-08-31,-0.778812,-1.3548,0.324201,1.677714,35,2016
"1819",2016-09-07,-0.710663,-1.53676,0.100022,3.206714,36,2016
"1820",2016-09-14,-0.667782,-1.14345,-0.0538746,3.632143,37,2016
"1821",2016-09-21,-0.432197,-1.31104,0.0942623,1.720857,38,2016
"1822",2016-09-28,-0.873944,-1.26786,0.0674668,-0.153286,39,2016
"1823",2016-10-05,-1.0186,-0.863926,0.140252,-0.673571,40,2016
"1824",2016-10-12,-0.727254,-0.842212,0.190228,-1.587429,41,2016
"1825",2016-10-19,-0.670385,-1.0594,0.313234,0.375714,42,2016
"1826",2016-10-26,-0.846831,-0.463573,0.0616836,1.169,43,2016
"1827",2016-11-02,-0.885821,-0.295296,0.244856,-1.321714,44,2016
"1828",2016-11-09,-0.73805,-0.690473,-0.141507,-2.061,45,2016
"1829",2016-11-16,-0.474781,-0.548673,0.197175,-2.036857,46,2016
"1830",2016-11-23,-0.422521,-0.493761,0.549304,-0.451714,47,2016
"1831",2016-11-30,-0.474346,-0.188077,0.482196,-0.760143,48,2016
"1832",2016-12-07,-0.654274,-0.254906,0.465997,-0.302143,49,2016
"1833",2016-12-14,-0.495163,-0.548521,0.657421,-0.501571,50,2016
"1834",2016-12-21,-0.379734,-0.413105,0.496609,-1.424857,51,2016
"1835",2016-12-28,-0.344485,-0.343339,0.468691,-0.437,52,2016
"1836",2017-01-04,-0.569221,-0.159924,0.52275,-0.524286,1,2017
"1837",2017-01-11,-0.444328,-0.310667,0.379795,-1.589571,2,2017
"1838",2017-01-18,-0.282672,-0.338682,0.539318,-1.217571,3,2017
"1839",2017-01-25,-0.510846,-0.200749,0.364104,-0.854429,4,2017
"1840",2017-02-01,-0.375077,-0.117206,0.207047,-0.230714,5,2017
