"","NEAus.anom","SEAus.anom","date","week","year"
"934",-6.98423,-10.1029,2018-11-21,47,2018
"935",-4.26425,-8.7763,2018-11-28,48,2018
"936",-2.9127,-5.4477,2018-12-05,49,2018
"937",-7.4599,-4.54347,2018-12-12,50,2018
"938",-4.49423,-3.67094,2018-12-19,51,2018
"939",-7.30371,-2.79821,2018-12-26,52,2018
"940",-4.35674,0.721478,2019-01-02,1,2019
"941",-2.81823,-3.19486,2019-01-09,2,2019
"942",-1.56146,5.49019,2019-01-16,3,2019
"943",2.42201,7.26097,2019-01-23,4,2019
"944",0.237193,-0.35606,2019-01-30,5,2019
"945",-1.32937,-0.305938,2019-02-06,6,2019
"946",1.31197,-2.72042,2019-02-13,7,2019
"947",4.53645,1.88563,2019-02-20,8,2019
"948",4.56923,2.828,2019-02-27,9,2019
"949",0.967603,2.12352,2019-03-06,10,2019
"950",2.73168,7.12304,2019-03-13,11,2019
"951",2.55292,1.37208,2019-03-20,12,2019
"952",-0.885521,-5.60025,2019-03-27,13,2019
"953",-4.66076,-3.38054,2019-04-03,14,2019
"954",-0.851912,-2.15259,2019-04-10,15,2019
"955",-3.23123,2.6959,2019-04-17,16,2019
"956",-2.65156,-3.61976,2019-04-24,17,2019
"957",-3.89975,-4.7279,2019-05-01,18,2019
"958",-4.41715,-1.78003,2019-05-08,19,2019
"959",-5.0623,-0.65333,2019-05-15,20,2019
"960",-2.52157,1.30277,2019-05-22,21,2019
"961",-1.99338,-1.67007,2019-05-29,22,2019
"962",-2.70337,-1.97138,2019-06-05,23,2019
"963",-1.71593,0.24184,2019-06-12,24,2019
"964",-1.89412,-1.54189,2019-06-19,25,2019
"965",0.365439,3.53503,2019-06-26,26,2019
"966",0.380027,1.55808,2019-07-03,27,2019
"967",-0.0610783,0.861874,2019-07-10,28,2019
"968",-2.27364,-0.429928,2019-07-17,29,2019
"969",-0.311829,0.249131,2019-07-24,30,2019
"970",0.344514,-0.901721,2019-07-31,31,2019
"971",-0.753893,-3.60509,2019-08-07,32,2019
"972",-2.56958,-6.62748,2019-08-14,33,2019
"973",-4.25985,-8.76223,2019-08-21,34,2019
"974",-4.41159,-7.74141,2019-08-28,35,2019
"975",-2.53866,-2.77839,2019-09-04,36,2019
"976",-2.25697,-2.27636,2019-09-11,37,2019
"977",0.982119,-1.44463,2019-09-18,38,2019
"978",-4.54001,-2.14098,2019-09-25,39,2019
"979",1.52303,2.07003,2019-10-02,40,2019
"980",4.36932,1.32598,2019-10-09,41,2019
"981",-0.0428884,1.99115,2019-10-16,42,2019
"982",-4.85736,-2.97461,2019-10-23,43,2019
"983",-8.41357,-6.01452,2019-10-30,44,2019
"984",-10.8027,-5.71596,2019-11-06,45,2019
"985",-5.4369,-4.97499,2019-11-13,46,2019
"986",-0.840707,4.4711,2019-11-20,47,2019
"987",-1.49875,-2.0453,2019-11-27,48,2019
"988",-7.28294,-4.06452,2019-12-04,49,2019
"989",12.8339,6.81505,2019-12-11,50,2019
"990",13.9043,29.6988,2019-12-18,51,2019
"991",35.8188,43.5265,2019-12-25,52,2019
"992",14.8832,20.0022,2020-01-01,1,2020
"993",19.8628,50.9623,2020-01-08,2,2020
"994",12.8764,13.4396,2020-01-15,3,2020
"995",6.44057,10.0086,2020-01-22,4,2020
"996",1.57382,8.92834,2020-01-29,5,2020
"997",0.84934,5.61965,2020-02-05,6,2020
"998",6.65445,9.3037,2020-02-12,7,2020
"999",5.84802,4.17025,2020-02-19,8,2020
"1000",4.0332,3.17893,2020-02-26,9,2020
"1001",3.62501,2.93338,2020-03-04,10,2020
"1002",4.22814,1.32376,2020-03-11,11,2020
"1003",2.56637,3.32484,2020-03-18,12,2020
"1004",4.28531,3.93424,2020-03-25,13,2020
"1005",3.98526,1.956,2020-04-01,14,2020
"1006",2.58459,1.30113,2020-04-08,15,2020
"1007",1.97043,4.30873,2020-04-15,16,2020
"1008",1.18984,3.67609,2020-04-22,17,2020
"1009",2.3999,2.18257,2020-04-29,18,2020
"1010",3.1058,1.94851,2020-05-06,19,2020
"1011",2.22335,-0.0845901,2020-05-13,20,2020
"1012",1.8945,1.50336,2020-05-20,21,2020
"1013",2.16526,3.77044,2020-05-27,22,2020
"1014",3.58436,2.22067,2020-06-03,23,2020
"1015",3.37141,4.80562,2020-06-10,24,2020
"1016",3.40238,5.68228,2020-06-17,25,2020
"1017",4.66975,4.59106,2020-06-24,26,2020
"1018",4.15739,5.22443,2020-07-01,27,2020
"1019",3.27468,3.42411,2020-07-08,28,2020
"1020",2.1849,3.18402,2020-07-15,29,2020
"1021",1.66101,-0.785668,2020-07-22,30,2020
"1022",0.412882,1.68629,2020-07-29,31,2020
"1023",1.73823,-2.61799,2020-08-05,32,2020
"1024",-1.79706,-7.4103,2020-08-12,33,2020
"1025",-5.16425,-5.63438,2020-08-19,34,2020
"1026",-2.30295,1.95685,2020-08-26,35,2020
"1027",0.476263,7.00583,2020-09-02,36,2020
"1028",1.08147,0.13214,2020-09-09,37,2020
"1029",-7.51849,-1.61664,2020-09-16,38,2020
"1030",-5.76893,1.71903,2020-09-23,39,2020
"1031",5.06024,12.6444,2020-09-30,40,2020
"1032",-7.6949,2.18054,2020-10-07,41,2020
"1033",-1.3225,3.23953,2020-10-14,42,2020
"1034",-1.91466,3.20558,2020-10-21,43,2020
"1035",-4.02255,-5.28995,2020-10-28,44,2020
"1036",-3.92814,-0.203379,2020-11-04,45,2020
"1037",-2.32767,1.98082,2020-11-11,46,2020
"1038",2.65432,4.64292,2020-11-18,47,2020
"1039",-3.54836,5.3038,2020-11-25,48,2020
"1040",-6.47802,4.20598,2020-12-02,49,2020
"1041",-1.94114,-5.16776,2020-12-09,50,2020
"1042",-6.48267,-4.32006,2020-12-16,51,2020
"1043",-6.12359,-5.86667,2020-12-23,52,2020
"1044",-9.03761,-4.24121,2020-12-30,53,2020
"1045",-4.62287,-7.92359,2021-01-06,1,2021
"1046",-7.0221,-6.28952,2021-01-13,2,2021
"1047",-4.72487,-4.60023,2021-01-20,3,2021
"1048",-4.74159,-2.09893,2021-01-27,4,2021
"1049",-2.35929,-5.0213,2021-02-03,5,2021
"1050",-4.59238,-3.67283,2021-02-10,6,2021
"1051",-3.40201,-2.1236,2021-02-17,7,2021
"1052",1.163,-1.31136,2021-02-24,8,2021
"1053",3.50335,-1.18128,2021-03-03,9,2021
"1054",0.116955,-2.22865,2021-03-10,10,2021
"1055",-2.80667,-5.98275,2021-03-17,11,2021
"1056",-6.00448,-2.35058,2021-03-24,12,2021
"1057",-5.82585,-1.17233,2021-03-31,13,2021
"1058",-3.45084,-2.26671,2021-04-07,14,2021
