"time","x_co","anomaly_co","x_co climatology","num_obs"
20200617,65.9237,5.68228,60.2414,3692
20200624,65.1732,4.59106,60.5822,2654
20200701,66.3864,5.22443,61.1619,4344
20200708,65.4601,3.42411,62.0359,2052
20200715,66.432,3.18402,63.248,3833
20200722,64.0375,-0.785668,64.8232,3190
20200729,68.4476,1.68629,66.7613,3396
20200805,66.4151,-2.61799,69.0331,2879
20200812,64.1679,-7.4103,71.5782,2423
20200819,68.6729,-5.63438,74.3073,2482
20200826,79.063,1.95685,77.1061,4100
20200902,86.8492,7.00583,79.8434,3379
20200909,82.5125,0.13214,82.3804,3671
20200916,82.9653,-1.61664,84.582,2093
20200923,88.0466,1.71903,86.3276,2613
20200930,100.166,12.6444,87.5216,2695
20201007,90.2817,2.18054,88.1012,2129
20201014,91.2815,3.23953,88.042,2927
20201021,90.5652,3.20558,87.3596,1350
20201028,80.818,-5.28995,86.1079,2241
20201104,84.1707,-0.203379,84.374,2916
20201111,84.2509,1.98082,82.2701,2115
20201118,84.5662,4.64292,79.9232,1817
20201125,82.7687,5.3038,77.4649,2556
20201202,79.226,4.20598,75.02,2187
20201209,67.5296,-5.16776,72.6973,1766
20201216,66.2627,-4.32006,70.5827,1705
20201223,62.8677,-5.86667,68.7344,1316
20201230,62.9402,-4.24121,67.1814,2045
20210106,58.002,-7.92359,65.9256,1858
20210113,58.6561,-6.28952,64.9456,2978
20210120,59.6027,-4.60023,64.2029,2755
20210127,61.5499,-2.09893,63.6488,1543
20210203,58.2104,-5.0213,63.2317,1760
20210210,59.2306,-3.67283,62.9034,2468
20210217,60.5003,-2.1236,62.6239,3236
20210224,61.0533,-1.31136,62.3646,2766
20210303,60.9278,-1.18128,62.109,3151
20210310,59.6232,-2.22865,61.8518,1601
20210317,55.6134,-5.98275,61.5962,1847
20210324,58.9997,-2.35058,61.3503,839
20210331,59.9513,-1.17233,61.1236,-9999
20210407,58.6569,-2.26671,60.9236,-9999
20210414,58.234,-2.51937,60.7534,1256
20210421,60.2405,-0.370385,60.6109,3344
20210428,60.3702,-0.119648,60.4899,4108
20210505,58.5829,-1.79925,60.3822,2257
20210512,57.6317,-2.64913,60.2809,3029
20210519,58.259,-1.92548,60.1844,3479
20210526,57.9262,-2.17419,60.1003,3135
20210602,59.1076,-0.940229,60.0478,2461
20210609,58.4191,-1.64023,60.0593,2446
20210616,59.4711,-0.70855,60.1796,1642
20210623,58.3074,-2.15559,60.463,2701
20210630,59.5913,-1.37725,60.9685,3283
20210707,61.76,0.00666489,61.7534,2776
20210714,61.022,-1.84336,62.8653,3072
20210721,62.8869,-1.4487,64.3356,2405
20210728,63.8053,-2.36638,66.1717,3645
20210804,63.7227,-4.6302,68.3529,2982
20210811,65.9894,-4.83846,70.8279,3705
20210818,71.0249,-2.49018,73.5151,3655
20210825,74.8709,-1.43584,76.3068,3137
20210901,100.076,21.0004,79.0756,2751
20210908,82.515,0.830987,81.684,4150
20210915,79.6531,-4.34146,83.9946,2993
20210922,84.0428,-1.83869,85.8815,2660
20210929,80.1329,-7.10821,87.2411,1993
20211006,89.068,1.06756,88.0004,3066
20211013,76.1871,-11.9368,88.1239,1730
20211020,81.4308,-6.18486,87.6157,2975
20211027,81.7416,-4.77745,86.5191,2191
20211103,76.9743,-7.93819,84.9125,1873
20211110,68.2913,-14.6104,82.9017,549
20211117,72.0568,-8.55408,80.6109,1972
20211124,64.9124,-13.2587,78.1712,879
20211201,67.4827,-8.22769,75.7104,2409
20211208,64.8341,-8.50891,73.343,2213
20211215,67.2047,-3.957,71.1617,2891
20211222,66.3835,-2.84954,69.2331,2549
20211229,58.1742,-9.42017,67.5944,2680
