"","dmi.anom","wtio.anom","etio.anom","date","week"
"34",0.708189637779498,0.329229433728426,-0.378960204051071,1982-06-23,25
"35",0.313170296306398,-0.0160449284586733,-0.329215224765072,1982-06-30,26
"36",0.329702288535548,-0.122989849478677,-0.452692138014225,1982-07-07,27
"37",0.609651888344725,0.0468721859924479,-0.562779702352277,1982-07-14,28
"38",0.640212026392972,0.0373536619108606,-0.602858364482112,1982-07-21,29
"39",0.523600928119241,-0.009770022145184,-0.533370950264425,1982-07-28,30
"40",0.1586110044967,-0.0858652290792141,-0.244476233575914,1982-08-04,31
"41",0.0539002484413499,0.00211481702495583,-0.0517854314163941,1982-08-11,32
"42",0.344089532006294,0.119359888270761,-0.224729643735533,1982-08-18,33
"43",0.498523811772437,0.0756222208295656,-0.422901590942871,1982-08-25,34
"44",0.579518422181548,0.198800945368751,-0.380717476812797,1982-09-01,35
"45",0.498333189156219,0.0946348618755036,-0.403698327280716,1982-09-08,36
"46",0.33081228879474,-0.0382332362868757,-0.369045525081616,1982-09-15,37
"47",0.344940762243345,0.0650807018519669,-0.279860060391378,1982-09-22,38
"48",0.303571975762597,0.0124852819791761,-0.291086693783421,1982-09-29,39
"49",0.373072437013362,0.0334518509228821,-0.33962058609048,1982-10-06,40
"50",0.602937134340444,0.272570507749855,-0.330366626590589,1982-10-13,41
"51",0.94097597047149,0.642043368422475,-0.298932602049015,1982-10-20,42
"52",0.940348637255353,0.533296752800446,-0.407051884454907,1982-10-27,43
"53",0.860031152045868,0.311290089091409,-0.548741062954459,1982-11-03,44
"54",0.873025962535462,0.346625708706421,-0.526400253829041,1982-11-10,45
"55",0.669021242141152,0.355630372109754,-0.313390870031398,1982-11-17,46
"56",0.330841682548532,0.246061445681755,-0.0847802368667766,1982-11-24,47
"57",0.32415701698686,0.243378537313552,-0.0807784796733085,1982-12-01,48
"58",0.316216326062994,0.339185600291659,0.0229692742286648,1982-12-08,49
"59",0.175225787421922,0.440430305599788,0.265204518177866,1982-12-15,50
"60",-0.000566028705553223,0.32153230852488,0.322098337230433,1982-12-22,51
"61",-0.306093114766847,-0.0777761999576075,0.22831691480924,1982-12-29,52
"62",-0.332341816227632,-0.229647206900504,0.102694609327128,1983-01-05,1
"63",-0.361902938115221,-0.233613214860088,0.128289723255133,1983-01-12,2
"64",-0.325362896161639,-0.0314973803468046,0.293865515814834,1983-01-19,3
"65",-0.0387989307949813,0.355199605119277,0.393998535914258,1983-01-26,4
"66",-0.136611867387895,0.332612572200813,0.469224439588707,1983-02-02,5
"67",-0.432525805160335,0.206541699734876,0.63906750489521,1983-02-09,6
"68",-0.562470814801097,0.198269810418803,0.760740625219901,1983-02-16,7
"69",-0.555783400361854,0.0513163888809697,0.607099789242823,1983-02-23,8
"70",-0.52259652683769,0.066893209103029,0.589489735940719,1983-03-02,9
"71",-0.442809278781588,0.295385489523011,0.738194768304599,1983-03-09,10
"72",-0.770573053386336,0.128037878091403,0.898610931477739,1983-03-16,11
"73",-0.926538851156771,-0.062780254214181,0.86375859694259,1983-03-23,12
"74",-0.812896028952981,0.0259997441683927,0.838895773121373,1983-03-30,13
"75",-0.632581959560924,0.142257577815553,0.774839537376477,1983-04-06,14
"76",-0.550117657360165,0.175743871886388,0.725861529246553,1983-04-13,15
"77",-0.68911983935535,0.0594618552584593,0.748581694613809,1983-04-20,16
"78",-0.434741277406881,0.0655244247894408,0.500265702196322,1983-04-27,17
"79",-0.0911702217239486,0.0786106782873386,0.169780900011287,1983-05-04,18
"80",-0.105522058734888,0.0588490274327934,0.164371086167681,1983-05-11,19
"81",0.0295552530109758,0.177746661955857,0.148191408944881,1983-05-18,20
"82",0.187128481467846,0.44645596094603,0.259327479478184,1983-05-25,21
"83",0.302487169993474,0.663332539324313,0.360845369330839,1983-06-01,22
"84",0.414093033141549,0.777120913097092,0.363027879955543,1983-06-08,23
"85",0.516223547111817,0.744111718189488,0.22788817107767,1983-06-15,24
"86",0.513124696081073,0.626469101098598,0.113344405017525,1983-06-22,25
"87",0.725945309210615,0.700450921950998,-0.0254943872596175,1983-06-29,26
"88",0.957389324962104,0.695866112038637,-0.261523212923467,1983-07-06,27
"89",0.703107505083803,0.607584048437609,-0.095523456646194,1983-07-13,28
"90",0.386380677322685,0.527273924256819,0.140893246934135,1983-07-20,29
"91",0.479906216195996,0.565026404258574,0.0851201880625778,1983-07-27,30
"92",0.541323990098975,0.51954514449945,-0.0217788455995246,1983-08-03,31
"93",0.520687369432745,0.45108861159935,-0.0695987578333957,1983-08-10,32
"94",0.594326086536665,0.453227085349464,-0.141099001187202,1983-08-17,33
"95",0.429149983432656,0.397886975567268,-0.0312630078653882,1983-08-24,34
"96",0.210523553305558,0.227029577697544,0.016506024391986,1983-08-31,35
"97",0.133287112272122,0.0736253903647658,-0.0596617219073565,1983-09-07,36
"98",0.168405506687924,0.0549624578400754,-0.113443048847849,1983-09-14,37
"99",0.214254142499237,0.0747294990830887,-0.139524643416148,1983-09-21,38
"100",0.209580329840016,-0.0274781279051773,-0.237058457745193,1983-09-28,39
"101",0.258934900249233,-0.0330884973456549,-0.292023397594888,1983-10-05,40
"102",0.0673948042347633,-0.0171101520465583,-0.0845049562813216,1983-10-12,41
"103",-0.0798161844583847,-0.0674973794553527,0.0123188050030321,1983-10-19,42
"104",-0.122754429516749,-0.12860543372221,-0.00585100420546135,1983-10-26,43
"105",-0.152672342597556,-0.212448547028886,-0.05977620443133,1983-11-02,44
"106",-0.138985194503899,-0.247166066052041,-0.108180871548142,1983-11-09,45
"107",0.0470781987495772,-0.163094495366008,-0.210172694115585,1983-11-16,46
"108",0.179030264828208,-0.040936094646573,-0.219966359474781,1983-11-23,47
"109",0.377812025723614,0.130421941226374,-0.24739008449724,1983-11-30,48
"110",0.198599416138242,0.0396824189570463,-0.158916997181196,1983-12-07,49
"111",-0.0707793697498748,-0.0381360907031562,0.0326432790467186,1983-12-14,50
"112",-0.226572952250669,-0.209411587680884,0.0171613645697853,1983-12-21,51
"113",-0.519976438924758,-0.499827197172138,0.0201492417526196,1983-12-28,52
"114",-0.335175174702661,-0.363568449203012,-0.0283932745003513,1984-01-04,1
"115",-0.155081891798918,-0.359710050494113,-0.204628158695195,1984-01-11,2
"116",-0.313177584539345,-0.630804777658335,-0.31762719311899,1984-01-18,3
"117",-0.278549486056525,-0.733271642882253,-0.454722156825728,1984-01-25,4
"118",-0.245205604206357,-0.895697945081538,-0.650492340875181,1984-02-01,5
"119",-0.302240849478689,-1.02959398727853,-0.727353137799845,1984-02-08,6
"120",-0.451334269017001,-1.06186716958156,-0.610532900564558,1984-02-15,7
"121",-0.404498562389422,-0.984019370215001,-0.579520807825579,1984-02-22,8
"122",-0.224596440677117,-0.885576725444847,-0.660980284767731,1984-02-29,9
"123",-0.0855143491863815,-0.759002210094789,-0.673487860908408,1984-03-07,10
"124",0.106255612033397,-0.465064746347408,-0.571320358380805,1984-03-14,11
"125",0.00646433230111915,-0.335953942688363,-0.342418274989482,1984-03-21,12
"126",-0.0722883366478245,-0.325759553901592,-0.253471217253767,1984-03-28,13
"127",0.244056569633493,-0.08654461304521,-0.330601182678703,1984-04-04,14
"128",0.406820140408746,-0.022314149653327,-0.429134290062073,1984-04-11,15
"129",0.454096027745595,-0.0578353382855253,-0.511931366031121,1984-04-18,16
"130",0.421191600132986,-0.151113144901945,-0.572304745034931,1984-04-25,17
"131",-0.0879436332439452,-0.568174239029185,-0.48023060578524,1984-05-02,18
"132",-0.359447337507988,-0.775416420909745,-0.415969083401757,1984-05-09,19
"133",-0.438358623293391,-0.828458821992904,-0.390100198699513,1984-05-16,20
"134",-0.503547603001583,-0.942139326725917,-0.438591723724335,1984-05-23,21
"135",-0.407712210786704,-1.00426677554379,-0.59655456475709,1984-05-30,22
"136",-0.259335463959806,-1.00782773656509,-0.74849227260528,1984-06-06,23
"137",-0.110024436417293,-0.894438374592423,-0.78441393817513,1984-06-13,24
"138",-0.444665188076108,-0.799120680584599,-0.354455492508492,1984-06-20,25
"139",-0.684399221809833,-0.59012409410931,0.0942751277005231,1984-06-27,26
"140",-0.577501787268456,-0.562916895613606,0.01458489165485,1984-07-04,27
"141",-0.333160983224515,-0.666156046682771,-0.332995063458256,1984-07-11,28
"142",-0.408483108829697,-0.716684946068693,-0.308201837238997,1984-07-18,29
"143",-0.338006031625743,-0.623123724278831,-0.285117692653087,1984-07-25,30
"144",-0.427193989190992,-0.703180338676009,-0.275986349485017,1984-08-01,31
"145",-0.378025391300453,-0.724682037956953,-0.3466566466565,1984-08-08,32
"146",-0.277664049527819,-0.577188259007979,-0.29952420948016,1984-08-15,33
"147",-0.362526150195732,-0.599680206960555,-0.237154056764823,1984-08-22,34
"148",-0.318047586402476,-0.561326260161916,-0.24327867375944,1984-08-29,35
"149",-0.341849587748461,-0.501634568524208,-0.159784980775748,1984-09-05,36
"150",-0.332969869297845,-0.439317791501521,-0.106347922203676,1984-09-12,37
"151",-0.417286612814684,-0.513509515765848,-0.0962229029511641,1984-09-19,38
"152",-0.406406424898703,-0.514241851127825,-0.107835426229121,1984-09-26,39
"153",-0.394945653874956,-0.553076770346256,-0.1581311164713,1984-10-03,40
"154",-0.344233543139781,-0.456159584036062,-0.111926040896281,1984-10-10,41
"155",-0.111194342211165,-0.244359235220793,-0.133164893009628,1984-10-17,42
"156",-0.206890930124396,-0.269520798916633,-0.0626298687922366,1984-10-24,43
"157",-0.186851148226933,-0.252316820717889,-0.0654656724909562,1984-10-31,44
"158",-0.260983338690664,-0.319425277884677,-0.0584419391940121,1984-11-07,45
"159",-0.174133804416192,-0.233343709639896,-0.0592099052237041,1984-11-14,46
"160",-0.393697199705987,-0.448973586098093,-0.0552763863921054,1984-11-21,47
"161",-0.488213146721756,-0.541897361120891,-0.0536842143991349,1984-11-28,48
"162",-0.276790521367548,-0.51173574320127,-0.234945221833723,1984-12-05,49
"163",-0.23647318770811,-0.516727891233481,-0.280254703525371,1984-12-12,50
"164",-0.139801825972918,-0.437400636653255,-0.297598810680337,1984-12-19,51
"165",-0.184411092472584,-0.547632677627665,-0.363221585155081,1984-12-26,52
"166",-0.0738889085330423,-0.450192708455366,-0.376303799922323,1985-01-02,1
"167",0.0716548167749064,-0.307355883455644,-0.37901070023055,1985-01-09,2
"168",-0.0857170752661354,-0.380173364833592,-0.294456289567457,1985-01-16,3
"169",-0.329606805886162,-0.339185474290798,-0.00957866840463643,1985-01-23,4
"170",-0.221061975201793,-0.207174663227446,0.0138873119743465,1985-01-30,5
"171",-0.283540514900043,-0.293164333140947,-0.00962381824090326,1985-02-06,6
"172",-0.581561574214863,-0.589637235163618,-0.00807566094875439,1985-02-13,7
"173",-0.466740314965983,-0.698928747115993,-0.23218843215001,1985-02-20,8
"174",-0.115645950976419,-0.476442920400876,-0.360796969424457,1985-02-27,9
"175",0.0753649974796981,-0.372902347195984,-0.448267344675682,1985-03-06,10
"176",-0.13132402811217,-0.317647718567023,-0.186323690454852,1985-03-13,11
"177",-0.234954943273961,-0.22348154633883,0.0114733969351311,1985-03-20,12
"178",-0.166424926995202,-0.180281919967872,-0.0138569929726702,1985-03-27,13
"179",-0.216412850536639,-0.0632379764296538,0.153174874106985,1985-04-03,14
"180",-0.249854554753121,-0.147591302974804,0.102263251778317,1985-04-10,15
"181",-0.177254180036479,-0.296665316474175,-0.119411136437696,1985-04-17,16
"182",0.321026350714742,0.04250430530481,-0.278522045409932,1985-04-24,17
"183",0.28317059740732,0.0272457285097948,-0.255924868897525,1985-05-01,18
"184",0.240504004374949,-0.0169604594571414,-0.25746446383209,1985-05-08,19
"185",0.288607734067705,-0.0301371480210592,-0.318744882088765,1985-05-15,20
"186",0.112696134805548,-0.44656753499235,-0.559263669797897,1985-05-22,21
"187",-0.0948294399512767,-0.732345442639497,-0.637516002688221,1985-05-29,22
"188",-0.479734635854293,-0.846081167869034,-0.366346532014742,1985-06-05,23
"189",-0.768496809723508,-0.930002581025543,-0.161505771302035,1985-06-12,24
"190",-0.646701437004411,-0.888506876768112,-0.241805439763701,1985-06-19,25
"191",-0.550045617615353,-0.753448030746432,-0.203402413131079,1985-06-26,26
"192",-0.554364374315192,-0.653784307910136,-0.0994199335949439,1985-07-03,27
"193",-0.596497186014661,-0.553331463102462,0.0431657229121989,1985-07-10,28
"194",-0.494012634665882,-0.350337576571382,0.1436750580945,1985-07-17,29
"195",-0.244275464297954,-0.273991889367879,-0.0297164250699251,1985-07-24,30
"196",-0.338377827849298,-0.367434697742455,-0.0290568698931572,1985-07-31,31
"197",-0.325207083148026,-0.378866749377901,-0.0536596662298752,1985-08-07,32
"198",-0.146084773397452,-0.377691951306252,-0.231607177908799,1985-08-14,33
"199",-0.109249852266509,-0.465028125591209,-0.355778273324699,1985-08-21,34
"200",-0.231455389375614,-0.518356545182434,-0.28690115580682,1985-08-28,35
"201",-0.212694432124005,-0.390425601503508,-0.177731169379502,1985-09-04,36
"202",-0.103103335112079,-0.269332079325287,-0.166228744213208,1985-09-11,37
"203",0.000974199674515064,-0.209563554421188,-0.210537754095703,1985-09-18,38
"204",-0.139794879823485,-0.417807524328354,-0.278012644504869,1985-09-25,39
"205",-0.25382168415715,-0.466143543331101,-0.212321859173951,1985-10-02,40
"206",-0.123691657546444,-0.353646672789421,-0.229955015242977,1985-10-09,41
"207",-0.478398943202551,-0.587231999698248,-0.108833056495696,1985-10-16,42
"208",-0.649733122623625,-0.742727805358059,-0.0929946827344332,1985-10-23,43
"209",-0.222180356484796,-0.557189806171363,-0.335009449686567,1985-10-30,44
"210",-0.139664922576651,-0.408832748149373,-0.269167825572722,1985-11-06,45
"211",-0.278070860324833,-0.431516193754637,-0.153445333429803,1985-11-13,46
"212",0.0177352221865217,-0.281955133794509,-0.299690355981031,1985-11-20,47
"213",0.33359820909076,-0.155986501590378,-0.489584710681138,1985-11-27,48
"214",0.228926527318078,-0.180209931033178,-0.409136458351256,1985-12-04,49
"215",-0.164103659546631,-0.433807614368042,-0.269703954821411,1985-12-11,50
"216",-0.247454457168122,-0.42417622413147,-0.176721766963348,1985-12-18,51
"217",-0.440843189833442,-0.360792154056438,0.0800510357770041,1985-12-25,52
"218",-0.550725768963303,-0.553465418638592,-0.00273964967528877,1986-01-01,1
"219",-0.50702439819517,-0.685359182253224,-0.178334784058054,1986-01-08,2
"220",0.0572292034608523,-0.537291399241646,-0.594520602702498,1986-01-15,3
"221",0.264682115024863,-0.379454834779573,-0.644136949804435,1986-01-22,4
"222",-0.0580024579874971,-0.348092643466376,-0.290090185478879,1986-01-29,5
"223",0.0272629391868285,-0.101633334961125,-0.128896274147954,1986-02-05,6
"224",0.186185540108608,0.101236111887354,-0.0849494282212544,1986-02-12,7
"225",0.0713028315694769,-0.0412979293384168,-0.112600760907894,1986-02-19,8
"226",0.150623016215844,-0.00967402883065778,-0.160297045046502,1986-02-26,9
"227",0.347854765622014,0.0393487872367068,-0.308505978385307,1986-03-05,10
"228",0.439023644545707,-0.0619194588212674,-0.500943103366975,1986-03-12,11
"229",0.281229934645519,-0.22402029780102,-0.505250232446539,1986-03-19,12
"230",0.195714096967178,-0.316278020275124,-0.511992117242301,1986-03-26,13
"231",0.397765252715993,-0.206757742734062,-0.604522995450055,1986-04-02,14
"232",0.524784457054414,0.0232078279702399,-0.501576629084174,1986-04-09,15
"233",0.323645333908895,-0.0247561911022631,-0.348401525011158,1986-04-16,16
"234",0.0398161775634008,-0.143852522625278,-0.183668700188679,1986-04-23,17
"235",0.255906460087402,-0.0184768228611678,-0.27438328294857,1986-04-30,18
"236",0.490475085232859,0.0799041970470104,-0.410570888185849,1986-05-07,19
"237",0.381569658452193,0.0119270248490264,-0.369642633603167,1986-05-14,20
"238",0.293533651850335,-0.0292816847792561,-0.322815336629591,1986-05-21,21
"239",0.418841602017647,0.0272742150976935,-0.391567386919954,1986-05-28,22
"240",0.397916448586959,0.0978706285925954,-0.300045819994363,1986-06-04,23
"241",0.0103446384076644,-0.0572680937750282,-0.0676127321826926,1986-06-11,24
"242",-0.00671037961015103,-0.258370773943299,-0.251660394333148,1986-06-18,25
"243",-0.290397737300325,-0.566748828291989,-0.276351090991664,1986-06-25,26
"244",-0.467245418874865,-0.608465448364581,-0.141220029489716,1986-07-02,27
"245",-0.442410694475718,-0.488352388757817,-0.0459416942820998,1986-07-09,28
"246",-0.748020361548642,-0.626980932243184,0.121039429305458,1986-07-16,29
"247",-0.874301344426931,-0.694165235486155,0.180136108940776,1986-07-23,30
"248",-0.472300350379487,-0.468076702374761,0.00422364800472598,1986-07-30,31
"249",-0.272891649945284,-0.49388606969262,-0.220994419747335,1986-08-06,32
"250",-0.136279486103075,-0.503701589615223,-0.367422103512148,1986-08-13,33
"251",-0.103411471742289,-0.374956126228231,-0.271544654485942,1986-08-20,34
"252",-0.179455301005706,-0.454652585146691,-0.275197284140985,1986-08-27,35
"253",0.113859473136976,-0.323508139278681,-0.437367612415658,1986-09-03,36
"254",0.0990446492408074,-0.265015476697367,-0.364060125938174,1986-09-10,37
"255",-0.145881952084194,-0.26767829267897,-0.121796340594776,1986-09-17,38
"256",-0.0536419666236528,-0.223783451734732,-0.170141485111079,1986-09-24,39
"257",-0.0815258395103159,-0.150082939448296,-0.0685570999379798,1986-10-01,40
"258",-0.145432210912254,-0.0365377305956174,0.108894480316636,1986-10-08,41
"259",0.00693350778945226,0.0387016586197772,0.031768150830325,1986-10-15,42
"260",0.0878660013409882,-0.056409185021072,-0.14427518636206,1986-10-22,43
"261",0.225802559870796,-0.0999038776467548,-0.325706437517551,1986-10-29,44
"262",0.236209879364842,-0.0294129202787301,-0.265622799643572,1986-11-05,45
"263",0.284875265915192,0.0978861946633983,-0.186989071251794,1986-11-12,46
"264",0.208114860230757,0.150170273188272,-0.0579445870424849,1986-11-19,47
"265",-0.131876258643167,0.0632658615864143,0.195142120229582,1986-11-26,48
"266",-0.121761691297206,0.099672115867642,0.221433807164848,1986-12-03,49
"267",0.218117703743666,0.158337648313152,-0.0597800554305143,1986-12-10,50
"268",0.101618453580249,0.0972484495844263,-0.00437000399582237,1986-12-17,51
"269",-0.109552103490768,0.0235903456266481,0.133142449117416,1986-12-24,52
"270",-0.218096641159979,-0.0719777260019349,0.146118915158044,1986-12-31,53
"271",-0.155500934815586,-0.172213988240531,-0.0167130534249457,1987-01-07,1
"272",-0.19573422435293,-0.313064603923546,-0.117330379570616,1987-01-14,2
"273",-0.116073309908415,-0.20609764668577,-0.0900243367773552,1987-01-21,3
"274",0.0380748238124414,-0.125906302041814,-0.163981125854255,1987-01-28,4
"275",-0.00255909642538532,-0.149176750898507,-0.146617654473122,1987-02-04,5
"276",-0.151022683611868,-0.00890467073798786,0.14211801287388,1987-02-11,6
"277",-0.344984155314922,0.0283660180444751,0.373350173359397,1987-02-18,7
"278",-0.288827518738318,-0.0229470670198624,0.265880451718455,1987-02-25,8
"279",-0.0311969985453642,0.00372414061856241,0.0349211391639267,1987-03-04,9
"280",-0.341496525928903,-0.0369753923492441,0.304521133579659,1987-03-11,10
"281",-0.358122784233306,0.0784668078602805,0.436589592093587,1987-03-18,11
"282",-0.0538064726269602,0.271487906594466,0.325294379221426,1987-03-25,12
"283",-0.109040048936432,0.153966050040526,0.263006098976958,1987-04-01,13
"284",-0.267859022788643,0.0649045821126276,0.332763604901271,1987-04-08,14
"285",-0.35446096108198,-0.05145628144226,0.30300467963972,1987-04-15,15
"286",-0.12318513695449,0.081503726364955,0.204688863319445,1987-04-22,16
"287",0.1105580969261,0.378339090808203,0.267780993882103,1987-04-29,17
"288",0.163798964596737,0.561191565990342,0.397392601393606,1987-05-06,18
"289",0.40511268613251,0.770836916005537,0.365724229873027,1987-05-13,19
"290",0.415157750762427,0.627032438377925,0.211874687615498,1987-05-20,20
"291",0.280568209457243,0.545955353845199,0.265387144387955,1987-05-27,21
"292",0.0217425702743855,0.498780000630676,0.477037430356291,1987-06-03,22
"293",-0.281672620523576,0.246658377979197,0.528330998502772,1987-06-10,23
"294",-0.251951810600755,0.0940306941163049,0.34598250471706,1987-06-17,24
"295",-0.178987618905239,-0.152356650260691,0.0266309686445483,1987-06-24,25
"296",-0.288773144043144,-0.272318196117267,0.0164549479258766,1987-07-01,26
"297",-0.374541413514456,-0.157955700781943,0.216585712732513,1987-07-08,27
"298",-0.28010568645458,0.08960087266406,0.36970655911864,1987-07-15,28
"299",-0.238562109054833,0.0700624252831524,0.308624534337985,1987-07-22,29
"300",-0.20805593144268,0.0539513184002338,0.262007249842914,1987-07-29,30
"301",0.0863325803468492,0.197381388101779,0.11104880775493,1987-08-05,31
"302",0.157630054386949,0.248320670471483,0.0906906160845336,1987-08-12,32
"303",0.138863781209647,0.216414310537434,0.0775505293277865,1987-08-19,33
"304",0.358613465246795,0.328490289651918,-0.0301231755948769,1987-08-26,34
"305",0.566251734555606,0.63509695720596,0.0688452226503537,1987-09-02,35
"306",0.539365079052542,0.603634341550339,0.0642692624977968,1987-09-09,36
"307",0.641908542777794,0.481142536506925,-0.160766006270869,1987-09-16,37
"308",0.720440047359126,0.578438380284978,-0.142001667074147,1987-09-23,38
"309",0.271378573462233,0.354098816685908,0.0827202432236749,1987-09-30,39
"310",-0.0387985032072521,0.1359575818068,0.174756085014052,1987-10-07,40
"311",0.269114998460241,0.326739900965837,0.0576249025055964,1987-10-14,41
"312",0.565976797511229,0.492252953682233,-0.0737238438289966,1987-10-21,42
"313",0.499240726239003,0.313112764098799,-0.186127962140204,1987-10-28,43
"314",0.570246817235277,0.288629690784242,-0.281617126451036,1987-11-04,44
"315",0.384166757105781,0.235416407112788,-0.148750349992993,1987-11-11,45
"316",-0.0713729330339888,0.0822891209538006,0.153662053987789,1987-11-18,46
"317",-0.231726530473219,0.140596847972877,0.372323378446096,1987-11-25,47
"318",-0.136138297348442,0.143255470710218,0.27939376805866,1987-12-02,48
"319",0.135223077609031,0.102863783602525,-0.032359294006506,1987-12-09,49
"320",0.179622169221408,0.0252190594189409,-0.154403109802468,1987-12-16,50
"321",0.0329773127506778,0.11900131444717,0.086024001696492,1987-12-23,51
"322",-0.172848870499601,0.170080704868149,0.34292957536775,1987-12-30,52
"323",-0.260335896610006,0.263008046888109,0.523343943498115,1988-01-06,1
"324",-0.176571284790931,0.230653592675158,0.407224877466089,1988-01-13,2
"325",0.142553181437825,0.333565557355576,0.19101237591775,1988-01-20,3
"326",0.265188261922586,0.316755739353089,0.0515674774305038,1988-01-27,4
"327",0.011916836679101,0.18380241982228,0.171885583143179,1988-02-03,5
"328",0.0631724917599559,0.310719229489357,0.247546737729401,1988-02-10,6
"329",0.103813903069796,0.454187403015517,0.35037349994572,1988-02-17,7
"330",0.0421794439420894,0.375135925692038,0.332956481749948,1988-02-24,8
"331",-0.0928600367302635,0.27404461312719,0.366904649857454,1988-03-02,9
"332",-0.0372168564808074,0.492960452749758,0.530177309230565,1988-03-09,10
"333",-0.306113823811711,0.389301871366942,0.695415695178652,1988-03-16,11
"334",-0.294719817404801,0.110737934135622,0.405457751540423,1988-03-23,12
"335",-0.190217493758668,0.0377677783251172,0.227985272083785,1988-03-30,13
"336",0.165780526200114,0.252601834233875,0.0868213080337609,1988-04-06,14
"337",0.370241468724382,0.361009229306912,-0.00923223941747065,1988-04-13,15
"338",0.090517061196329,0.171604722121442,0.0810876609251134,1988-04-20,16
"339",0.199718646872635,0.220381573466358,0.0206629265937228,1988-04-27,17
"340",0.221642362230214,0.195561509831823,-0.0260808523983911,1988-05-04,18
"341",-0.218200937508202,-0.119442347863396,0.0987585896448059,1988-05-11,19
"342",-0.609028925995419,-0.350973004885604,0.258055921109816,1988-05-18,20
"343",-0.830905813602811,-0.429565708594615,0.401340105008196,1988-05-25,21
"344",-0.807678232108511,-0.463505262102242,0.344172970006269,1988-06-01,22
"345",-0.545306487613715,-0.22227650569238,0.323029981921336,1988-06-08,23
"346",-0.216575910451429,-0.135379149406373,0.0811967610450562,1988-06-15,24
"347",-0.0661533200749912,-0.257838394447245,-0.191685074372254,1988-06-22,25
"348",-0.156307079468634,-0.229014546109456,-0.0727074666408221,1988-06-29,26
"349",-0.200661757780002,-0.163639547481993,0.0370222102980096,1988-07-06,27
"350",-0.0473387711350296,-0.140489108353674,-0.0931503372186444,1988-07-13,28
"351",0.0869951609402083,-0.0749550864929169,-0.161950247433125,1988-07-20,29
"352",0.240388881023745,0.0782216440568056,-0.162167236966939,1988-07-27,30
"353",0.179051522240843,0.0366344443201274,-0.142417077920716,1988-08-03,31
"354",0.132777827277421,0.0612537870349289,-0.0715240402424924,1988-08-10,32
"355",0.23068335681452,0.230923291578952,0.000239934764431232,1988-08-17,33
"356",0.171650830655348,0.227401088695926,0.055750258040578,1988-08-24,34
"357",0.128501218044612,0.142178379514125,0.0136771614695128,1988-08-31,35
"358",0.208365647072682,0.122098320655049,-0.086267326417633,1988-09-07,36
"359",0.266043007606642,0.207615892220031,-0.0584271153866106,1988-09-14,37
"360",0.170099772753058,0.180106821115074,0.0100070483620161,1988-09-21,38
"361",-0.0240824810390888,0.0372639036913585,0.0613463847304473,1988-09-28,39
"362",-0.0800560787438534,-0.0179957498198251,0.0620603289240283,1988-10-05,40
"363",-0.26850581446411,0.0289893207711666,0.297495135235277,1988-10-12,41
