year,month,day,aao_index_cdas
1979,1,1,-1.556302667
1979,1,2,-0.888226867
1979,1,3,0.25526776909828186
1979,1,4,0.8619663715362549
1979,1,5,0.890381396
1979,1,6,0.7276135087013245
1979,1,7,0.435467303
1979,1,8,0.501573682
1979,1,9,0.432843029
1979,1,10,0.038559478
1979,1,11,-0.243970901
1979,1,12,-0.331215501
1979,1,13,-0.630513728
1979,1,14,-0.673504293
1979,1,15,-0.901039302
1979,1,16,-0.624572933
1979,1,17,-0.203929156
1979,1,18,-0.132600069
1979,1,19,-0.267965704
1979,1,20,-0.173804492
1979,1,21,0.1954699605703354
1979,1,22,0.8536355495452881
1979,1,23,1.3459563255310059
1979,1,24,1.2627393007278442
1979,1,25,1.0034916400909424
1979,1,26,0.9373481869697571
1979,1,27,0.9036049246788025
1979,1,28,0.3658845126628876
1979,1,29,0.10112613439559937
1979,1,30,0.5009399056434631
1979,1,31,1.176621675491333
1979,2,1,1.5991822481155396
1979,2,2,1.8232238292694092
1979,2,3,1.5209426879882812
1979,2,4,1.0030947923660278
1979,2,5,0.8029241561889648
1979,2,6,1.3826134204864502
1979,2,7,1.5399487018585205
1979,2,8,0.7065086364746094
1979,2,9,0.37787872552871704
1979,2,10,0.20945395529270172
1979,2,11,-0.202841327
1979,2,12,-0.364233464
1979,2,13,-0.538616955
1979,2,14,-0.968141317
1979,2,15,-1.040707707
1979,2,16,-0.542209208
1979,2,17,-0.649884522
1979,2,18,-0.383962363
1979,2,19,-0.021918487
1979,2,20,-0.240648851
1979,2,21,-0.148289025
1979,2,22,-0.016911054
1979,2,23,0.4918060600757599
1979,2,24,1.0339007377624512
1979,2,25,1.2383486032485962
1979,2,26,0.5978807210922241
1979,2,27,0.2392260730266571
1979,2,28,0.099955283
1979,3,1,-0.571913481
1979,3,2,-0.769022286
1979,3,3,0.12725067138671875
1979,3,4,0.9803829193115234
1979,3,5,1.2614434957504272
1979,3,6,1.150505781173706
1979,3,7,1.0512809753417969
1979,3,8,0.8735838532447815
1979,3,9,0.928227961
1979,3,10,1.3024239540100098
1979,3,11,1.7465763092041016
1979,3,12,1.7295104265213013
1979,3,13,1.4027458429336548
1979,3,14,0.8667877316474915
1979,3,15,0.4931340217590332
1979,3,16,0.18461810052394867
1979,3,17,0.2307344675064087
1979,3,18,0.7979172468185425
1979,3,19,1.3369759321212769
1979,3,20,1.3003349304199219
1979,3,21,0.6476121544837952
1979,3,22,0.33249297738075256
1979,3,23,0.4324187934398651
1979,3,24,0.7970981597900391
1979,3,25,1.7066413164138794
1979,3,26,2.264991283416748
1979,3,27,1.8998035192489624
1979,3,28,1.1192984580993652
1979,3,29,0.4350012540817261
1979,3,30,0.5672788023948669
1979,3,31,0.173053578
1979,4,1,0.009860625
1979,4,2,0.2885814309120178
1979,4,3,0.803028405
1979,4,4,1.037356972694397
1979,4,5,1.2692075967788696
1979,4,6,1.1666033267974854
1979,4,7,1.0051178932189941
1979,4,8,0.5206778049468994
1979,4,9,0.29335111379623413
1979,4,10,0.054179572
1979,4,11,-0.203460559
1979,4,12,0.1251315176486969
1979,4,13,0.7852297425270081
1979,4,14,1.4372756481170654
1979,4,15,1.5723713636398315
1979,4,16,1.2266987562179565
1979,4,17,0.6241670846939087
1979,4,18,0.625822902
1979,4,19,0.9481471180915833
1979,4,20,1.0750433206558228
1979,4,21,1.2858694791793823
1979,4,22,1.6566038131713867
1979,4,23,1.3579325675964355
1979,4,24,0.5565752983093262
1979,4,25,-0.207425192
1979,4,26,-0.459415555
1979,4,27,-0.123850286
1979,4,28,0.49468815326690674
1979,4,29,0.3958025574684143
1979,4,30,-0.09631303
1979,5,1,-0.723625958
1979,5,2,-0.694716036
1979,5,3,-0.506766796
1979,5,4,0.099751122
1979,5,5,0.13164165616035461
1979,5,6,0.048440415412187576
1979,5,7,0.6270289421081543
1979,5,8,1.0659875869750977
1979,5,9,0.9496569037437439
1979,5,10,0.5174649357795715
1979,5,11,0.1088661178946495
1979,5,12,-0.155427724
1979,5,13,-0.22143738
1979,5,14,0.46383440494537354
1979,5,15,0.9952564239501953
1979,5,16,0.8890960216522217
1979,5,17,1.0663888454437256
1979,5,18,1.1019171476364136
1979,5,19,0.6007810831069946
1979,5,20,0.29659736156463623
1979,5,21,0.7264256477355957
1979,5,22,0.7160809636116028
1979,5,23,0.8366937041282654
1979,5,24,1.6690752506256104
1979,5,25,2.0499422550201416
1979,5,26,1.9316749572753906
1979,5,27,1.5442018508911133
1979,5,28,0.8959206342697144
1979,5,29,0.877203643
1979,5,30,1.4743380546569824
1979,5,31,2.1730103492736816
1979,6,1,2.081031084060669
1979,6,2,2.270564556121826
1979,6,3,2.1578752994537354
1979,6,4,1.8183646202087402
1979,6,5,1.7807867527008057
1979,6,6,1.2625186443328857
1979,6,7,0.966949999
1979,6,8,0.6269768476486206
1979,6,9,0.6969897747039795
1979,6,10,0.8258051872253418
1979,6,11,0.7760288119316101
1979,6,12,0.7940612435340881
1979,6,13,1.423217535018921
1979,6,14,2.0377180576324463
1979,6,15,2.0938143730163574
1979,6,16,1.8530945777893066
1979,6,17,2.0482940673828125
1979,6,18,2.118035078048706
1979,6,19,2.1245718002319336
1979,6,20,2.325258493423462
1979,6,21,2.374161482
1979,6,22,2.166834831237793
1979,6,23,2.056820869445801
