"","time","NE_Aus_anomaly_co","SE_Aus_anomaly_co","week","year"
"1027",2020-09-02,0.476263,7.00583,36,2020
"1028",2020-09-09,1.08147,0.13214,37,2020
"1029",2020-09-16,-7.51849,-1.61664,38,2020
"1030",2020-09-23,-5.76893,1.71903,39,2020
"1031",2020-09-30,5.06024,12.6444,40,2020
"1032",2020-10-07,-7.6949,2.18054,41,2020
"1033",2020-10-14,-1.3225,3.23953,42,2020
"1034",2020-10-21,-1.91466,3.20558,43,2020
"1035",2020-10-28,-4.02255,-5.28995,44,2020
"1036",2020-11-04,-3.92814,-0.203379,45,2020
"1037",2020-11-11,-2.32767,1.98082,46,2020
"1038",2020-11-18,2.65432,4.64292,47,2020
"1039",2020-11-25,-3.54836,5.3038,48,2020
"1040",2020-12-02,-6.47802,4.20598,49,2020
"1041",2020-12-09,-1.94114,-5.16776,50,2020
"1042",2020-12-16,-6.48267,-4.32006,51,2020
"1043",2020-12-23,-6.12359,-5.86667,52,2020
"1044",2020-12-30,-9.03761,-4.24121,53,2020
"1045",2021-01-06,-4.62287,-7.92359,1,2021
"1046",2021-01-13,-7.0221,-6.28952,2,2021
"1047",2021-01-20,-4.72487,-4.60023,3,2021
"1048",2021-01-27,-4.74159,-2.09893,4,2021
"1049",2021-02-03,-2.35929,-5.0213,5,2021
"1050",2021-02-10,-4.59238,-3.67283,6,2021
"1051",2021-02-17,-3.40201,-2.1236,7,2021
"1052",2021-02-24,1.163,-1.31136,8,2021
"1053",2021-03-03,3.50335,-1.18128,9,2021
"1054",2021-03-10,0.116955,-2.22865,10,2021
"1055",2021-03-17,-2.80667,-5.98275,11,2021
"1056",2021-03-24,-6.00448,-2.35058,12,2021
"1057",2021-03-31,-5.82585,-1.17233,13,2021
"1058",2021-04-07,-3.45084,-2.26671,14,2021
"1059",2021-04-14,-0.458421,-2.51937,15,2021
"1060",2021-04-21,1.39871,-0.370385,16,2021
"1061",2021-04-28,-0.187306,-0.119648,17,2021
"1062",2021-05-05,-0.347079,-1.79925,18,2021
"1063",2021-05-12,-2.65423,-2.64913,19,2021
"1064",2021-05-19,-0.505203,-1.92548,20,2021
"1065",2021-05-26,-1.33398,-2.17419,21,2021
"1066",2021-06-02,0.444992,-0.940229,22,2021
"1067",2021-06-09,-0.142059,-1.64023,23,2021
"1068",2021-06-16,2.64721,-0.70855,24,2021
"1069",2021-06-23,-0.492832,-2.15559,25,2021
"1070",2021-06-30,-2.06776,-1.37725,26,2021
"1071",2021-07-07,0.91066,0.00666489,27,2021
"1072",2021-07-14,1.03161,-1.84336,28,2021
"1073",2021-07-21,0.115612,-1.4487,29,2021
"1074",2021-07-28,1.51987,-2.36638,30,2021
"1075",2021-08-04,-2.2356,-4.6302,31,2021
"1076",2021-08-11,-4.06703,-4.83846,32,2021
"1077",2021-08-18,-3.15676,-2.49018,33,2021
"1078",2021-08-25,-1.09961,-1.43584,34,2021
"1079",2021-09-01,3.74106,21.0004,35,2021
"1080",2021-09-08,-5.13899,0.830987,36,2021
"1081",2021-09-15,-7.98577,-4.34146,37,2021
"1082",2021-09-22,-9.35896,-1.83869,38,2021
"1083",2021-09-29,-9.83992,-7.10821,39,2021
"1084",2021-10-06,-6.28116,1.06756,40,2021
"1085",2021-10-13,-10.3402,-11.9368,41,2021
"1086",2021-10-20,-4.97472,-6.18486,42,2021
"1087",2021-10-27,3.42622,-4.77745,43,2021
"1088",2021-11-03,-6.61304,-7.93819,44,2021
"1089",2021-11-10,-15.9334,-14.6104,45,2021
"1090",2021-11-17,-13.0729,-8.55408,46,2021
"1091",2021-11-24,-11.9303,-13.2587,47,2021
"1092",2021-12-01,-11.2878,-8.22769,48,2021
"1093",2021-12-08,-9.65936,-8.50891,49,2021
"1094",2021-12-15,-4.21169,-3.957,50,2021
"1095",2021-12-22,-0.761084,-2.84954,51,2021
"1096",2021-12-29,-5.77478,-9.42017,52,2021
