"time","x_co","anomaly_co","x_co climatology","num_obs"
20160316,66.6373,3.27341,63.3639,1117
20160323,66.3389,2.66842,63.6705,2223
20160330,66.294,2.27489,64.0191,2515
20160406,69.1826,4.79494,64.3876,2061
20160413,65.8493,1.09568,64.7536,2030
20160420,68.6853,3.59213,65.0931,2354
20160427,67.4483,2.06747,65.3809,2472
20160504,66.754,1.16204,65.592,1361
20160511,66.4831,0.778066,65.7051,1625
20160518,68.9055,3.19945,65.706,2531
20160525,66.821,1.22834,65.5927,1685
20160601,67.1735,1.79494,65.3786,1519
20160608,65.8556,0.759925,65.0957,2853
20160615,64.9923,0.196678,64.7957,1461
20160622,63.4634,-1.08474,64.5482,2405
20160629,64.7662,0.329123,64.4371,2652
20160706,63.6572,-0.896918,64.5541,3005
20160713,63.6355,-1.35482,64.9903,1015
20160720,63.1111,-2.71579,65.8269,2139
20160727,64.6276,-2.4973,67.1249,2956
20160803,67.0771,-1.83984,68.9169,3248
20160810,68.547,-2.65258,71.1996,2609
20160817,69.807,-4.12268,73.9296,2185
20160824,71.5794,-5.44429,77.0237,1628
20160831,75.2065,-5.15454,80.361,1544
20160907,81.8291,-1.96199,83.7911,2148
20160914,77.1048,-10.0387,87.1435,1774
20160921,74.9199,-15.3208,90.2406,1280
20160928,75.7073,-17.204,92.9113,1417
20161005,82.9849,-12.0194,95.0042,1710
20161012,84.6433,-11.7572,96.4005,2480
20161019,81.3769,-15.6453,97.0223,1868
20161026,84.6625,-12.1767,96.8392,2185
20161102,81.6814,-14.1884,95.8698,1642
20161109,86.0029,-8.17629,94.1791,1388
20161116,81.0473,-10.8251,91.8724,1930
20161123,83.1388,-5.94648,89.0853,1656
20161130,77.159,-8.81363,85.9726,1850
20161207,83.4754,0.779806,82.6956,1470
20161214,69.9866,-9.42298,79.4096,1123
20161221,67.986,-8.26768,76.2537,617
20161228,61.7661,-11.5757,73.3419,529
20170104,59.9913,-10.7671,70.7584,774
20170111,60.4328,-8.12264,68.5555,677
20170118,57.9985,-8.75593,66.7545,1046
20170125,59.8547,-5.49497,65.3497,1256
20170201,58.8215,-5.4928,64.3143,1510
20170208,58.3041,-5.30252,63.6067,1375
20170215,61.579,-1.59866,63.1776,1247
20170222,62.4072,-0.568953,62.9762,1202
20170301,61.5994,-1.35486,62.9543,2139
20170308,57.8951,-5.17464,63.0697,17
20170315,57.683,-5.60421,63.2872,-9999
20170322,59.717,-3.86063,63.5776,1576
20170329,61.3249,-2.59163,63.9165,2046
20170405,60.3633,-3.91825,64.2816,2552
20170412,59.5837,-5.067,64.6507,2380
20170419,62.3199,-2.68035,65.0003,2455
20170426,60.0348,-5.27067,65.3054,2342
20170503,61.3769,-4.16397,65.5409,2507
20170510,61.5754,-4.10834,65.6838,2686
20170517,62.2894,-3.42818,65.7176,2522
20170524,65.6928,0.0565024,65.6363,2858
20170531,66.8777,1.42919,65.4485,2204
20170607,64.0839,-1.09704,65.1809,2481
20170614,64.2115,-0.667846,64.8794,2897
20170621,64.4574,-0.151445,64.6088,3261
20170628,63.9674,-0.482274,64.4496,2299
20170705,60.071,-4.42093,64.4919,1753
20170712,62.4127,-2.41541,64.8281,2230
20170719,64.4526,-1.0904,65.543,3084
20170726,65.7653,-0.939139,66.7044,2728
20170802,64.7577,-3.59626,68.354,2675
20170809,66.4941,-4.00502,70.4991,2653
20170816,69.7273,-3.38076,73.1081,3251
20170823,68.2544,-7.85449,76.1089,3171
20170830,74.6304,-4.76061,79.391,2888
20170906,71.548,-11.2633,82.8113,2579
20170913,80.1459,-6.05807,86.204,2847
20170920,90.5216,1.12952,89.392,2845
20170927,88.6493,-3.5518,92.2011,2528
20171004,84.5128,-9.96009,94.4728,1833
20171011,83.892,-12.186,96.078,2155
20171018,84.4895,-12.4368,96.9263,1230
20171025,87.6521,-9.32133,96.9734,1846
20171101,96.7402,0.516138,96.224,1799
20171108,101.474,6.74342,94.7303,1315
20171115,86.8718,-5.7151,92.5869,794
20171122,83.143,-6.77882,89.9218,1293
20171129,78.6607,-8.22513,86.8858,1130
20171206,75.2691,-8.37024,83.6394,1435
20171213,75.2236,-5.11728,80.3409,1996
20171220,76.7523,-0.382613,77.1349,1839
20171227,76.4747,2.33134,74.1434,1803
20180103,78.0824,6.97737,71.105,976
20180110,68.4719,-0.373831,68.8457,1476
20180117,67.2486,0.261501,66.9871,713
20180124,69.4092,3.88224,65.5269,956
20180131,63.8019,-0.639076,64.441,1270
20180207,59.8071,-3.88236,63.6895,1728
20180214,65.8296,2.6058,63.2238,1606
20180221,67.9931,5.00023,62.9929,1350
20180228,65.0169,2.06882,62.9481,1175
20180307,64.9358,1.88955,63.0462,408
20180314,54.6816,-8.56941,63.251,362
20180321,54.3559,-9.17669,63.5326,-9999
20180328,59.481,-4.38495,63.866,1569
20180404,61.9398,-2.28885,64.2287,2259
20180411,62.4495,-2.14904,64.5986,2201
20180418,62.0082,-2.94426,64.9525,2967
20180425,66.6378,1.37223,65.2655,3139
20180502,65.8577,0.345253,65.5124,2649
20180509,64.8655,-0.804185,65.6697,3108
20180516,65.7413,0.0214797,65.7198,3088
20180523,66.3798,0.724995,65.6548,2480
20180530,64.2149,-1.26618,65.4811,2909
20180606,64.8555,-0.366939,65.2225,3112
20180613,65.2793,0.357026,64.9223,2264
20180620,64.4462,-0.196486,64.6427,2797
20180627,63.6273,-0.834852,64.4622,1669
20180704,62.3008,-2.16922,64.47,2686
20180711,63.5468,-1.21187,64.7587,3135
20180718,63.683,-1.73186,65.4148,2918
20180725,68.3557,1.84643,66.5093,3021
20180801,67.9978,-0.089976,68.0878,2813
20180808,67.625,-2.53809,70.1631,2610
20180815,73.5534,0.844153,72.7093,3187
20180822,71.5094,-4.15061,75.66,2989
20180829,74.2285,-4.6815,78.91,3051
20180905,73.3648,-8.95552,82.3203,2990
20180912,85.6523,-0.0753957,85.7277,2888
20180919,79.0427,-9.91316,88.9559,2965
20180926,86.3283,-5.50089,91.8292,1442
20181003,88.6512,-5.53533,94.1865,380
20181010,97.6261,1.73264,95.8934,746
20181017,89.4709,-7.38274,96.8537,1739
20181024,89.3344,-7.68168,97.0161,2219
20181031,93.1406,-3.23775,96.3784,1714
20181107,86.6614,-8.32469,94.9861,2035
20181114,89.2459,-3.68243,92.9283,1743
20181121,83.3447,-6.98423,90.3289,919
20181128,83.0719,-4.26425,87.3362,1602
20181205,81.1972,-2.9127,84.1099,1891
20181212,73.3497,-7.4599,80.8096,1238
20181219,73.0881,-4.49423,77.5823,1933
20181226,67.25,-7.30371,74.5537,1949
20190102,67.1026,-4.35674,71.4594,1970
20190109,66.326,-2.81823,69.1443,1944
20190116,65.6664,-1.56146,67.2279,1859
20190123,68.1339,2.42201,65.7119,1274
20190130,64.8118,0.237193,64.5746,572
20190206,62.4488,-1.32937,63.7782,799
20190213,64.5867,1.31197,63.2748,2576
20190220,67.5498,4.53645,63.0134,2363
20190227,67.514,4.56923,62.9448,2070
20190306,63.9925,0.967603,63.0249,2118
20190313,65.9481,2.73168,63.2164,481
20190320,66.0416,2.55292,63.4887,-9999
20190327,62.9305,-0.885521,63.8161,632
20190403,59.5151,-4.66076,64.1759,2244
20190410,63.6942,-0.851912,64.5462,2395
20190417,61.6726,-3.23123,64.9038,3036
20190424,62.5727,-2.65156,65.2243,1488
20190501,61.5824,-3.89975,65.4821,938
20190508,61.2363,-4.41715,65.6535,2584
20190515,60.6574,-5.0623,65.7197,2069
20190522,63.1495,-2.52157,65.6711,2473
20190529,63.5185,-1.99338,65.5118,2332
20190605,62.5598,-2.70337,65.2632,1354
20190612,63.2496,-1.71593,64.9655,2525
20190619,62.7844,-1.89412,64.6786,3231
20190626,64.844,0.365439,64.4786,3167
20190703,64.8339,0.380027,64.4538,2772
20190710,64.6358,-0.0610783,64.6969,2313
20190717,63.022,-2.27364,65.2957,3480
20190724,66.0122,-0.311829,66.324,2287
20190731,68.1763,0.344514,67.8318,-9999
20190807,69.0828,-0.753893,69.8367,-9999
20190814,69.7492,-2.56958,72.3188,-9999
20190821,70.9575,-4.25985,75.2173,-9999
20190828,74.0208,-4.41159,78.4324,2763
20190904,79.2907,-2.53866,81.8293,3112
20190911,82.9907,-2.25697,85.2477,2975
20190918,89.4945,0.982119,88.5124,2632
20190925,86.9068,-4.54001,91.4468,1835
20191002,95.4098,1.52303,93.8868,2744
20191009,100.063,4.36932,95.6935,2649
20191016,96.7218,-0.0428884,96.7647,2442
20191023,92.185,-4.85736,97.0424,2402
20191030,88.1037,-8.41357,96.5172,876
20191106,84.4255,-10.8027,95.2282,2122
20191113,87.8217,-5.4369,93.2586,2560
20191120,89.8873,-0.840707,90.728,2496
20191127,86.283,-1.49875,87.7818,1601
20191204,77.2961,-7.28294,84.579,2422
20191211,94.1137,12.8339,81.2798,2356
20191218,91.9382,13.9043,78.0339,2305
20191225,110.789,35.8188,74.9702,2064
20200101,86.7045,14.8832,71.8213,1622
20200108,89.3138,19.8628,69.4509,1383
20200115,80.3533,12.8764,67.4769,1762
20200122,72.3451,6.44057,65.9045,756
20200129,66.289,1.57382,64.7152,264
20200205,64.7222,0.84934,63.8728,1109
20200212,69.9851,6.65445,63.3307,2198
20200219,68.8858,5.84802,63.0378,1829
20200226,66.9777,4.0332,62.9445,1186
20200304,66.6309,3.62501,63.0059,834
20200311,67.4116,4.22814,63.1835,1686
20200318,66.0122,2.56637,63.4459,2811
20200325,68.0521,4.28531,63.7668,35
20200401,68.1086,3.98526,64.1233,-9999
20200408,67.0781,2.58459,64.4935,1593
20200415,66.8249,1.97043,64.8544,2659
20200422,66.3716,1.18984,65.1817,2848
20200429,67.85,2.3999,65.4501,2862
20200506,68.7409,3.1058,65.6351,2559
20200513,67.9405,2.22335,65.7171,2736
20200520,67.5796,1.8945,65.6851,887
20200527,67.706,2.16526,65.5408,2997
20200603,68.8872,3.58436,65.3029,2861
20200610,68.3804,3.37141,65.009,2719
20200617,68.1185,3.40238,64.7162,2488
20200624,69.1683,4.66975,64.4986,3051
20200701,68.6005,4.15739,64.4432,3090
20200708,67.917,3.27468,64.6423,2461
20200715,67.3702,2.1849,65.1853,3338
20200722,67.8096,1.66101,66.1486,2098
20200729,67.9988,0.412882,67.586,3315
20200805,71.2584,1.73823,69.5202,2124
20200812,70.1398,-1.79706,71.9368,2488
20200819,69.6169,-5.16425,74.7811,3111
20200826,75.6555,-2.30295,77.9585,3061
20200902,81.815,0.476263,81.3388,2548
20200909,85.8461,1.08147,84.7646,2989
20200916,80.5437,-7.51849,88.0622,2250
20200923,85.2854,-5.76893,91.0543,1572
20200930,98.6343,5.06024,93.5741,2539
20201007,87.7836,-7.6949,95.4785,2296
20201014,95.3369,-1.3225,96.6594,2605
20201021,95.1375,-1.91466,97.0522,1714
20201028,92.6179,-4.02255,96.6404,1916
20201104,91.5283,-3.92814,95.4564,2508
20201111,91.2498,-2.32767,93.5775,1872
20201118,93.7729,2.65432,91.1186,1581
20201125,84.6738,-3.54836,88.2221,1914
20201202,78.5681,-6.47802,85.0461,2223
20201209,79.8101,-1.94114,81.7512,1018
20201216,72.0065,-6.48267,78.4891,1155
20201223,69.2689,-6.12359,75.3925,425
20201230,63.5297,-9.03761,72.5673,748
20210106,65.4658,-4.62287,70.0887,727
20210113,60.9776,-7.0221,67.9997,1478
20210120,61.5886,-4.72487,66.3135,1298
20210127,60.2762,-4.74159,65.0178,1146
20210203,61.7214,-2.35929,64.0807,1157
20210210,58.8655,-4.59238,63.4579,607
20210217,59.697,-3.40201,63.099,1228
20210224,64.1165,1.163,62.9536,1565
20210303,66.4783,3.50335,62.9749,1778
20210310,63.2398,0.116955,63.1228,1500
20210317,60.5572,-2.80667,63.3639,782
20210324,57.666,-6.00448,63.6705,332
20210331,58.1933,-5.82585,64.0191,-9999
20210407,60.9368,-3.45084,64.3876,-9999
20210414,64.2952,-0.458421,64.7536,1465
20210421,66.4918,1.39871,65.0931,2217
20210428,65.1936,-0.187306,65.3809,2031
20210505,65.2449,-0.347079,65.592,2453
20210512,63.0508,-2.65423,65.7051,3100
20210519,65.2008,-0.505203,65.706,2719
20210526,64.2587,-1.33398,65.5927,2759
20210602,65.8236,0.444992,65.3786,2305
20210609,64.9537,-0.142059,65.0957,2762
20210616,67.4429,2.64721,64.7957,1645
20210623,64.0553,-0.492832,64.5482,2119
20210630,62.3693,-2.06776,64.4371,2196
20210707,65.4647,0.91066,64.5541,2527
20210714,66.0219,1.03161,64.9903,2695
20210721,65.9425,0.115612,65.8269,3259
20210728,68.6448,1.51987,67.1249,2994
20210804,66.6813,-2.2356,68.9169,2781
20210811,67.1325,-4.06703,71.1996,2745
20210818,70.7729,-3.15676,73.9296,2777
20210825,75.924,-1.09961,77.0237,2427
20210901,84.1021,3.74106,80.361,1869
20210908,78.6521,-5.13899,83.7911,2134
20210915,79.1578,-7.98577,87.1435,2267
20210922,80.8817,-9.35896,90.2406,2793
20210929,83.0713,-9.83992,92.9113,2191
20211006,88.7231,-6.28116,95.0042,2073
20211013,86.0602,-10.3402,96.4005,1666
20211020,92.0475,-4.97472,97.0223,1842
20211027,100.265,3.42622,96.8392,1233
20211103,89.2568,-6.61304,95.8698,1335
20211110,78.2458,-15.9334,94.1791,694
20211117,78.7995,-13.0729,91.8724,1939
20211124,77.155,-11.9303,89.0853,865
20211201,74.6848,-11.2878,85.9726,1687
20211208,73.0362,-9.65936,82.6956,1679
20211215,75.1979,-4.21169,79.4096,2172
20211222,75.4926,-0.761084,76.2537,1351
20211229,67.5671,-5.77478,73.3419,1393
